,Taxonomy,Country,Cumulative_Count,Count
64346,Streptomyces phage Sebastisaurus,USA,52,52
64347,Streptomyces phage SendItCS,USA,86,86
64348,Streptomyces phage Sentinel,USA,162,162
64349,Streptomyces phage Shady,USA,73,73
64350,Streptomyces phage Shaeky,USA,74,74
64351,Streptomyces phage ShakeNBake,USA,104,104
64352,Streptomyces phage Shawty,USA,56,56
64353,Streptomyces phage Sitrop,USA,154,154
64354,Streptomyces phage Soshi,USA,85,85
64355,Streptomyces phage South40,USA,72,72
64356,Streptomyces phage SparkleGoddess,USA,232,232
64357,Streptomyces phage Spectropatronm,USA,85,85
64358,Streptomyces phage Spernnie,USA,166,166
64359,Streptomyces phage SqueakyClean,USA,78,78
64360,Streptomyces phage Starbow,USA,238,238
64361,Streptomyces phage SunsetPointe,USA,73,73
64362,Streptomyces phage Sushi23,USA,229,229
64363,Streptomyces phage Sycamore,USA,64,64
64364,Streptomyces phage TaidaOne,Taiwan,86,86
64365,Streptomyces phage Targaryen,USA,228,228
64366,Streptomyces phage Tefunt,USA,162,162
64367,Streptomyces phage Teutsch,USA,224,224
64368,Streptomyces phage Thestral,USA,164,164
64369,Streptomyces phage Thiqqums,USA,94,94
64370,Streptomyces phage TieDye,USA,82,82
64371,Streptomyces phage TinaBelcher,USA,81,81
64372,Streptomyces phage ToastyFinz,USA,52,52
64373,Streptomyces phage TomSawyer,USA,247,247
64374,Streptomyces phage Toma,USA,76,76
64375,Streptomyces phage ToriToki,USA,64,64
64376,Streptomyces phage Treat,USA,64,64
64377,Streptomyces phage Tribute,USA,227,227
64378,Streptomyces phage Triste,USA,74,74
64379,Streptomyces phage TrvxScott,USA,81,81
64380,Streptomyces phage TuanPN,USA,71,71
64381,Streptomyces phage TunaTartare,USA,234,234
64382,Streptomyces phage TurkishDelight,Turkey,125,125
64383,Streptomyces phage UNTPL,USA,81,81
64384,Streptomyces phage Unstoppable,USA,73,73
64385,Streptomyces phage Urza,USA,79,79
64386,Streptomyces phage Vondra,USA,57,57
64387,Streptomyces phage Wakanda,USA,228,228
64388,Streptomyces phage Warpy,USA,233,233
64389,Streptomyces phage Wentworth,USA,103,103
64390,Streptomyces phage Werner,USA,146,146
64391,Streptomyces phage Whatever,USA,73,73
64392,Streptomyces phage Wipeout,USA,240,240
64393,Streptomyces phage Xkcd426,USA,78,78
64394,Streptomyces phage Yara,USA,105,105
64395,Streptomyces phage Yasdnil,USA,146,146
64396,Streptomyces phage Yosif,USA,156,156
64397,Streptomyces phage Zeigle,USA,62,62
64398,Streptomyces phage ZooBear,USA,64,64
64399,Streptomyces phage Zuko,USA,115,115
64400,Streptomyces phage phiRKBJ001,Canada,109,109
64401,Streptomyces phage phiSASD1,China,86,86
64402,Streptomyces virus Aaronocolus,USA,146,146
64403,Streptomyces virus AbbeyMikolon,USA,118,118
64404,Streptomyces virus Amela,USA,225,225
64405,Streptomyces virus Annadreamy,USA,458,458
64406,Streptomyces virus Attoomi,USA,106,106
64407,Streptomyces virus Austintatious,USA,106,106
64408,Streptomyces virus BRock,USA,376,376
64409,Streptomyces virus BillNye,USA,434,434
64410,Streptomyces virus Bing,USA,174,174
64411,Streptomyces virus Blueeyedbeauty,USA,480,480
64412,Streptomyces virus Caliburn,USA,144,144
64413,Streptomyces virus Comrade,USA,458,458
64414,Streptomyces virus Danzina,USA,152,152
64415,Streptomyces virus Darolandstone,USA,110,110
64416,Streptomyces virus FlowerPower,USA,132,132
64417,Streptomyces virus Forthebois,USA,72,72
64418,Streptomyces virus Gilson,USA,462,462
64419,Streptomyces virus Hiyaa,USA,248,248
64420,Streptomyces virus Hydra,USA,152,152
64421,Streptomyces virus Ididsumtinwong,USA,110,110
64422,Streptomyces virus Immanuel3,USA,124,124
64423,Streptomyces virus Izzy,USA,150,150
64424,Streptomyces virus JXY1,China,144,144
64425,Streptomyces virus Jay2Jay,USA,470,470
64426,Streptomyces virus Karimac,USA,482,482
64427,Streptomyces virus Lannister,USA,146,146
64428,Streptomyces virus Lika,USA,150,150
64429,Streptomyces virus Lilbooboo,USA,110,110
64430,Streptomyces virus LukeCage,USA,496,496
64431,Streptomyces virus Manuel,USA,126,126
64432,Streptomyces virus Mildred21,USA,468,468
64433,Streptomyces virus NootNoot,USA,442,442
64434,Streptomyces virus PapayaSalad,USA,108,108
64435,Streptomyces virus Paradiddles,USA,432,432
64436,Streptomyces virus Peebs,USA,452,452
64437,Streptomyces virus Picard,USA,112,112
64438,Streptomyces virus R4,United Kingdom,172,172
64439,Streptomyces virus Raleigh,USA,106,106
64440,Streptomyces virus Rowa,USA,124,124
64441,Streptomyces virus Samisti12,USA,452,452
64442,Streptomyces virus Scap1,India,112,112
64443,Streptomyces virus StarPlatinum,USA,502,502
64444,Streptomyces virus Sujidade,USA,154,154
64445,Streptomyces virus TP1604,USA,142,142
64446,Streptomyces virus Vash,USA,108,108
64447,Streptomyces virus WRightOn,USA,128,128
64448,Streptomyces virus WheeHeim,Viet Nam,72,72
64449,Streptomyces virus Wollford,USA,472,472
64450,Streptomyces virus YDN12,USA,140,140
64451,Streptomyces virus Yaboi,USA,484,484
64452,Streptomyces virus Zemlya,USA,152,152
64453,Stretch Lagoon orbivirus,Australia,43,43
64454,Stretch Lagoon orbivirus,USA,51,8
64455,Stretomyces phage Pablito,Netherlands,76,76
64456,Striated antennavirus,China,8,8
64457,Striavirus,China,20,20
64458,Strider striwavirus,China,9,9
64459,Striga potyvirus A,Japan,1,1
64460,Striga potyvirus B,Japan,1,1
64461,Striga-associated poty-like virus 1,Japan,1,1
64462,Striga-associated poty-like virus 2,Japan,1,1
64463,Strigid herpesvirus 1,USA,1,1
64464,Striped dolphin herpesvirus,Spain,1,1
64465,Striped jack nervous necrosis virus,Croatia,2,2
64466,Striped jack nervous necrosis virus,Cyprus,12,10
64467,Striped jack nervous necrosis virus,Greece,26,14
64468,Striped jack nervous necrosis virus,Israel,27,1
64469,Striped jack nervous necrosis virus,Italy,111,84
64470,Striped jack nervous necrosis virus,Japan,127,16
64471,Striped jack nervous necrosis virus,Spain,165,38
64472,Striped jack nervous necrosis virus,Tunisia,168,3
64473,Striped jack nervous necrosis virus,Turkey,174,6
64474,Striped trumpeter nervous necrosis virus,Australia,1,1
64475,Striwavirus,China,9,9
64476,Strix uralensis herpesvirus,Slovenia,3,3
64477,Stroud virus,Antarctica,1,1
64478,Stubburvirus,Belgium,114,114
64479,Stupavirus,USA,6,6
64480,Stupavirus arvadaptatum,USA,3,3
64481,Stupavirus chorovivens,USA,3,3
64482,Sturgeon ichtadenovirus A,USA,54,54
64483,Sturgeon iridovirus,Poland,12,12
64484,Sturgeon mimivirus YRud-2019,France,6,6
64485,Sturgeon mimivirus YRud-2019,Ukraine,22,16
64486,Sturnira angeli gammaherpesvirus 1,Martinique,2,2
64487,Sturnira angeli gammaherpesvirus A,Martinique,4,4
64488,Sturnira lilium adenovirus,Brazil,1,1
64489,Sturnira lilium betaherpesvirus,Peru,1,1
64490,Sturnira lilium polyomavirus 1,French Guiana,8,8
64491,Sturnira tildae betaherpesvirus 1,French Guiana,1,1
64492,Sturnira tildae gammaherpesvirus A,French Guiana,1,1
64493,Sturtevanti sigmavirus,Spain,6,6
64494,Stx2-converting phage Stx2a 981509,Japan,35,35
64495,Stx2-converting phage Stx2a F578,Japan,37,37
64496,Stylophora coral adintovirus,Jordan,18,18
64497,Stylosanthes mosaic-associated virus 1,Brazil,2,2
64498,Stylosanthes mosaic-associated virus 2,Brazil,2,2
64499,Stylosanthes mosaic-associated virus 3,Brazil,1,1
64500,Suaeda polerovirus A,China,3,3
64501,Suakwa aphid-borne yellows virus,China,2,2
64502,Suakwa aphid-borne yellows virus,East Timor,8,6
64503,Suakwa aphid-borne yellows virus,Philippines,17,9
64504,Suakwa aphid-borne yellows virus,Taiwan,51,34
64505,Suakwa aphid-borne yellows virus,Thailand,87,36
64506,Subclovsatellite,Australia,2,2
64507,Subclovsatellite,Germany,3,1
64508,Subclovsatellite,Iran,5,2
64509,Subclovsatellite,Tunisia,9,4
64510,Subteminivirus,Russia,20,20
64511,Subterranean clover stunt alphasatellite 1,Australia,2,2
64512,Subterranean clover stunt alphasatellite 2,Australia,2,2
64513,Subterranean clover stunt virus,Australia,22,22
64514,Sucra jujuba nucleopolyhedrovirus,China,262,262
64515,Sudan ebolavirus,Canada,8,8
64516,Sudan ebolavirus,South Sudan,17,9
64517,Sudan ebolavirus,Sudan,89,72
64518,Sudan ebolavirus,Uganda,204,115
64519,Sudan watermelon mosaic virus,Sudan,41,41
64520,Sugar beet cyst nematode virus 1,USA,2,2
64521,Sugar beet cyst nematode virus 2,USA,3,3
64522,Sugar beet mastrevirus,Iran,2,2
64523,Sugar beet mastrevirus SK-11,Iran,4,4
64524,Sugarcane bacilliform Guadeloupe A virus,Guadeloupe,6,6
64525,Sugarcane bacilliform Guadeloupe D virus,Guadeloupe,6,6
64526,Sugarcane bacilliform IM virus,Australia,6,6
64527,Sugarcane bacilliform virus,Australia,4,4
64528,Sugarcane bacilliform virus,China,356,352
64529,Sugarcane bacilliform virus,Egypt,357,1
64530,Sugarcane bacilliform virus,Ethiopia,361,4
64531,Sugarcane bacilliform virus,Guadeloupe,399,38
64532,Sugarcane bacilliform virus,India,469,70
64533,Sugarcane bacilliform virus,USA,472,3
64534,Sugarcane chlorotic streak virus,Nigeria,65,65
64535,Sugarcane mild mosaic virus,Philippines,7,7
64536,Sugarcane mosaic virus,Argentina,478,478
64537,Sugarcane mosaic virus,Australia,480,2
64538,Sugarcane mosaic virus,Bolivia,493,13
64539,Sugarcane mosaic virus,Brazil,523,30
64540,Sugarcane mosaic virus,Cameroon,549,26
64541,Sugarcane mosaic virus,China,778,229
64542,Sugarcane mosaic virus,Colombia,780,2
64543,Sugarcane mosaic virus,Cuba,783,3
64544,Sugarcane mosaic virus,Democratic Republic of the Congo,785,2
64545,Sugarcane mosaic virus,Ecuador,787,2
64546,Sugarcane mosaic virus,Egypt,791,4
64547,Sugarcane mosaic virus,Ethiopia,803,12
64548,Sugarcane mosaic virus,France,804,1
64549,Sugarcane mosaic virus,Germany,805,1
64550,Sugarcane mosaic virus,India,847,42
64551,Sugarcane mosaic virus,Indonesia,848,1
64552,Sugarcane mosaic virus,Iran,888,40
64553,Sugarcane mosaic virus,Kenya,935,47
64554,Sugarcane mosaic virus,Mexico,942,7
64555,Sugarcane mosaic virus,Netherlands,943,1
64556,Sugarcane mosaic virus,Nigeria,1043,100
64557,Sugarcane mosaic virus,Pakistan,1068,25
64558,Sugarcane mosaic virus,Paraguay,1070,2
64559,Sugarcane mosaic virus,Philippines,1074,4
64560,Sugarcane mosaic virus,Poland,1077,3
64561,Sugarcane mosaic virus,Republic of the Congo,1097,20
64562,Sugarcane mosaic virus,Rwanda,1118,21
64563,Sugarcane mosaic virus,South Africa,1127,9
64564,Sugarcane mosaic virus,Spain,1130,3
64565,Sugarcane mosaic virus,Tanzania,1148,18
64566,Sugarcane mosaic virus,Thailand,1175,27
64567,Sugarcane mosaic virus,USA,1194,19
64568,Sugarcane mosaic virus,Uganda,1198,4
64569,Sugarcane mosaic virus,Uruguay,1218,20
64570,Sugarcane mosaic virus,Viet Nam,1225,7
64571,Sugarcane streak Reunion virus,Mauritius,2,2
64572,Sugarcane streak Reunion virus,Nigeria,6,4
64573,Sugarcane streak Reunion virus,Reunion,13,7
64574,Sugarcane streak Reunion virus,Zimbabwe,16,3
64575,Sugarcane streak mosaic virus,Bangladesh,8,8
64576,Sugarcane streak mosaic virus,Brazil,9,1
64577,Sugarcane streak mosaic virus,China,435,426
64578,Sugarcane streak mosaic virus,Cote d'Ivoire,453,18
64579,Sugarcane streak mosaic virus,India,676,223
64580,Sugarcane streak mosaic virus,Indonesia,682,6
64581,Sugarcane streak mosaic virus,Iran,712,30
64582,Sugarcane streak mosaic virus,Myanmar,715,3
64583,Sugarcane streak mosaic virus,Pakistan,729,14
64584,Sugarcane streak mosaic virus,Sri Lanka,733,4
64585,Sugarcane streak mosaic virus,Thailand,794,61
64586,Sugarcane streak mosaic virus,Viet Nam,796,2
64587,Sugarcane streak virus,Reunion,3,3
64588,Sugarcane streak virus,South Africa,7,4
64589,Sugarcane striate virus,China,632,632
64590,Sugarcane striate virus,Guadeloupe,668,36
64591,Sugarcane striate virus,USA,723,55
64592,Sugarcane umbra-like virus,South Africa,4,4
64593,Sugarcane white streak virus,Barbados,4,4
64594,Sugarcane white streak virus,Egypt,10,6
64595,Sugarcane white streak virus,Reunion,15,5
64596,Sugarcane white streak virus,Sudan,30,15
64597,Sugarcane yellow leaf virus,Argentina,8,8
64598,Sugarcane yellow leaf virus,Australia,20,12
64599,Sugarcane yellow leaf virus,Brazil,75,55
64600,Sugarcane yellow leaf virus,China,572,497
64601,Sugarcane yellow leaf virus,Colombia,598,26
64602,Sugarcane yellow leaf virus,Cuba,613,15
64603,Sugarcane yellow leaf virus,France,625,12
64604,Sugarcane yellow leaf virus,Germany,651,26
64605,Sugarcane yellow leaf virus,Guatemala,656,5
64606,Sugarcane yellow leaf virus,India,894,238
64607,Sugarcane yellow leaf virus,Jamaica,895,1
64608,Sugarcane yellow leaf virus,Kenya,899,4
64609,Sugarcane yellow leaf virus,Malaysia,904,5
64610,Sugarcane yellow leaf virus,Martinique,906,2
64611,Sugarcane yellow leaf virus,Mauritius,969,63
64612,Sugarcane yellow leaf virus,Mexico,970,1
64613,Sugarcane yellow leaf virus,Papua New Guinea,971,1
64614,Sugarcane yellow leaf virus,Peru,990,19
64615,Sugarcane yellow leaf virus,Philippines,996,6
64616,Sugarcane yellow leaf virus,Reunion,1188,192
64617,Sugarcane yellow leaf virus,Senegal,1190,2
64618,Sugarcane yellow leaf virus,South Africa,1198,8
64619,Sugarcane yellow leaf virus,South Korea,1200,2
64620,Sugarcane yellow leaf virus,Sri Lanka,1202,2
64621,Sugarcane yellow leaf virus,Taiwan,1216,14
64622,Sugarcane yellow leaf virus,USA,1316,100
64623,Sugarlandvirus,Australia,455,455
64624,Sugarlandvirus,China,897,442
64625,Sugarlandvirus,Iran,1080,183
64626,Sugarlandvirus,Mexico,1235,155
64627,Sugarlandvirus,Russia,1313,78
64628,Sugarlandvirus,Spain,1679,366
64629,Sugarlandvirus,USA,2183,504
64630,Suhnsivirus,Japan,3,3
64631,Suhnsivirus,USA,6,3
64632,Suhnsivirus arvicola,USA,3,3
64633,Suhnsivirus lutivivens,Japan,3,3
64634,Suid alphaherpesvirus 1,Argentina,21,21
64635,Suid alphaherpesvirus 1,Austria,31,10
64636,Suid alphaherpesvirus 1,Belgium,53,22
64637,Suid alphaherpesvirus 1,Brazil,79,26
64638,Suid alphaherpesvirus 1,China,3637,3558
64639,Suid alphaherpesvirus 1,Croatia,3646,9
64640,Suid alphaherpesvirus 1,France,3707,61
64641,Suid alphaherpesvirus 1,Germany,3723,16
64642,Suid alphaherpesvirus 1,Greece,3861,138
64643,Suid alphaherpesvirus 1,Hungary,4067,206
64644,Suid alphaherpesvirus 1,Ireland,4069,2
64645,Suid alphaherpesvirus 1,Italy,4333,264
64646,Suid alphaherpesvirus 1,Japan,4472,139
64647,Suid alphaherpesvirus 1,Luxembourg,4473,1
64648,Suid alphaherpesvirus 1,Malaysia,4475,2
64649,Suid alphaherpesvirus 1,Serbia,4608,133
64650,Suid alphaherpesvirus 1,Slovakia,4612,4
64651,Suid alphaherpesvirus 1,South Korea,4620,8
64652,Suid alphaherpesvirus 1,Spain,4630,10
64653,Suid alphaherpesvirus 1,Sweden,4632,2
64654,Suid alphaherpesvirus 1,Taiwan,4633,1
64655,Suid alphaherpesvirus 1,USA,4710,77
64656,Suid alphaherpesvirus 1,United Kingdom,4779,69
64657,Suid betaherpesvirus 2,Brazil,5,5
64658,Suid betaherpesvirus 2,China,245,240
64659,Suid betaherpesvirus 2,Germany,249,4
64660,Suid betaherpesvirus 2,Japan,255,6
64661,Suid betaherpesvirus 2,South Korea,297,42
64662,Suid betaherpesvirus 2,Spain,299,2
64663,Suid betaherpesvirus 2,United Kingdom,302,3
64664,Suid betaherpesvirus 2,Viet Nam,316,14
64665,Suid gammaherpesvirus 3,Brazil,1,1
64666,Suid gammaherpesvirus 3,China,2,1
64667,Suid gammaherpesvirus 4,Brazil,1,1
64668,Suid gammaherpesvirus 4,China,2,1
64669,Suipoxvirus,Brazil,4,4
64670,Suipoxvirus,Germany,304,300
64671,Suipoxvirus,India,527,223
64672,Suipoxvirus,Japan,530,3
64673,Suipoxvirus,Russia,533,3
64674,Suipoxvirus,South Korea,534,1
64675,Sukhumvitvirus,China,56,56
64676,Sukhumvitvirus,Thailand,156,100
64677,Sulawesi tortoise adenovirus 1,USA,1,1
64678,Sulfitobacter phage NYA-2014a,Norway,142,142
64679,Sulfitobacter phage phiGT1,South Korea,69,69
64680,Sulfitobacter virus EE36phi1,USA,158,158
64681,Sulfolobales Beppu filamentous virus 1,Japan,66,66
64682,Sulfolobales Beppu virus 1,Japan,50,50
64683,Sulfolobales Mexican fusellovirus 1,Mexico,48,48
64684,Sulfolobales Mexican rudivirus 1,Mexico,74,74
64685,Sulfolobales Virus YNP2,USA,120,120
64686,Sulfolobales virus YNP1,USA,142,142
64687,Sulfolobus alphaportoglobovirus 1,Japan,90,90
64688,Sulfolobus ellipsoid virus 1,Costa Rica,76,76
64689,Sulfolobus islandicus filamentous virus,Iceland,69,69
64690,Sulfolobus islandicus rod-shaped virus 6,USA,112,112
64691,Sulfolobus islandicus rod-shaped virus 7,USA,104,104
64692,Sulfolobus islandicus rudivirus 3,Iceland,90,90
64693,Sulfolobus monocaudavirus SMV1,USA,102,102
64694,Sulfolobus monocaudavirus SMV2,USA,130,130
64695,Sulfolobus monocaudavirus SMV3,USA,174,174
64696,Sulfolobus monocaudavirus SMV4,USA,136,136
64697,Sulfolobus spindle-shaped virus,Philippines,101,101
64698,Sulfolobus spindle-shaped virus,Russia,605,504
64699,Sulfolobus spindle-shaped virus,USA,1227,622
64700,Sulfolobus spindle-shaped virus 3,Iceland,31,31
64701,Sulfolobus spindle-shaped virus 4,Iceland,68,68
64702,Sulfolobus spindle-shaped virus 6,Iceland,66,66
64703,Sulfolobus spindle-shaped virus 7,Iceland,66,66
64704,Sulfolobus spindle-shaped virus 8,USA,74,74
64705,Sulfolobus super-elliptical virus,Russia,28,28
64706,Sulfolobus turreted icosahedral virus 1,USA,72,72
64707,Sulfolobus turreted icosahedral virus 2,Iceland,68,68
64708,Sulfolobus virus STSV2,China,150,150
64709,Sulid herpesvirus 1,Brazil,1,1
64710,Sulina virus,Romania,9,9
64711,Suncus coronavirus,Japan,10,10
64712,Suncus murinus picornavirus,China,1,1
64713,Sunday Canyon virus,USA,4,4
64714,Sunflower chlorotic mottle virus,Argentina,62,62
64715,Sunflower leaf curl Karnataka alphasatellite,India,4,4
64716,Sunflower leaf curl virus,India,6,6
64717,Sunflower leaf curl virus betasatellite,India,2,2
64718,Sunflower mild mosaic virus,Argentina,3,3
64719,Sunflower phomopsis-associated mitovirus 1,USA,1,1
64720,Sunflower ring blotch virus,Argentina,13,13
64721,Sunflower rust-associated mitovirus 1,USA,1,1
64722,Sunguru sunrhavirus,Uganda,14,14
64723,Sunn hemp leaf distortion virus,India,16,16
64724,Sunrhavirus,Australia,34,34
64725,Sunrhavirus,Central African Republic,49,15
64726,Sunrhavirus,Suriname,64,15
64727,Sunrhavirus,USA,69,5
64728,Sunrhavirus,Uganda,83,14
64729,Sunshinevirus,Australia,15,15
64730,Sunviridae,Australia,15,15
64731,Surghavirus,USA,6,6
64732,Surghavirus arvenecus,USA,3,3
64733,Surghavirus arvihabitans,USA,3,3
64734,Suri Vanera virus,Germany,2,2
64735,Suri Vanera virus,Switzerland,8,6
64736,Suri Vanera virus 1,Germany,2,2
64737,Suri Vanera virus 1,Switzerland,4,2
64738,Suri Vanera virus 2,Switzerland,8,8
64739,Surrounding legume associated ilarvirus,Germany,5,5
64740,Surrounding non-legume associated chordovirus,Germany,2,2
64741,Surrounding non-legume associated ilarvirus,Germany,4,4
64742,Surrounding non-legume associated secovirus,Germany,2,2
64743,Surrounding non-legume associated waikavirus,Germany,1,1
64744,Sus scrofa papillomavirus 2,Germany,12,12
64745,Sus scrofa polyomavirus 1,Germany,25,25
64746,Susfortunavirus,Denmark,56,56
64747,Suspvirus,Denmark,134,134
64748,Suspvirus,USA,674,540
64749,Suwonvirus,Russia,158,158
64750,Svunavirus,China,216,216
64751,Swagivirus HG,USA,2,2
64752,Swan circovirus,Germany,6,6
64753,Swanson narna-like virus,Australia,1,1
64754,Sweet potato C6 virus,Dominican Republic,16,16
64755,Sweet potato badnavirus A,Cameroon,1,1
64756,Sweet potato badnavirus A,China,38,37
64757,Sweet potato badnavirus A,South Africa,39,1
64758,Sweet potato badnavirus A,Tanzania,46,7
64759,Sweet potato badnavirus A,Uganda,47,1
