Species,Country,Count
Tortoise genomovirus 4,USA,2
Tortoise genomovirus 5,USA,2
Tortoise genomovirus 6,USA,2
Tortoise genomovirus 7,USA,2
Tortoise genomovirus 8,USA,2
Tortoise herpesvirus,Germany,20
Tortoise herpesvirus,Spain,3
Tortoise herpesvirus,Switzerland,3
Tortoise herpesvirus,USA,8
Tortoise herpesvirus,United Kingdom,2
Tortoise herpesvirus 2,USA,2
Tortoise microvirus 1,USA,6
Tortoise microvirus 10,USA,14
Tortoise microvirus 100,USA,5
Tortoise microvirus 101,USA,4
Tortoise microvirus 102,USA,7
Tortoise microvirus 103,USA,7
Tortoise microvirus 104,USA,9
Tortoise microvirus 105,USA,7
Tortoise microvirus 106,USA,5
Tortoise microvirus 107,USA,6
Tortoise microvirus 108,USA,8
Tortoise microvirus 109,USA,7
Tortoise microvirus 11,USA,7
Tortoise microvirus 110,USA,7
Tortoise microvirus 111,USA,5
Tortoise microvirus 12,USA,8
Tortoise microvirus 13,USA,18
Tortoise microvirus 14,USA,6
Tortoise microvirus 15,USA,8
Tortoise microvirus 16,USA,8
Tortoise microvirus 17,USA,6
Tortoise microvirus 18,USA,8
Tortoise microvirus 19,USA,6
Tortoise microvirus 2,USA,18
Tortoise microvirus 20,USA,7
Tortoise microvirus 21,USA,6
Tortoise microvirus 22,USA,5
Tortoise microvirus 23,USA,5
Tortoise microvirus 24,USA,5
Tortoise microvirus 25,USA,5
Tortoise microvirus 26,USA,5
Tortoise microvirus 27,USA,6
Tortoise microvirus 28,USA,5
Tortoise microvirus 29,USA,5
Tortoise microvirus 3,USA,14
Tortoise microvirus 30,USA,5
Tortoise microvirus 31,USA,4
Tortoise microvirus 32,USA,5
Tortoise microvirus 33,USA,4
Tortoise microvirus 34,USA,4
Tortoise microvirus 35,USA,4
Tortoise microvirus 36,USA,7
Tortoise microvirus 37,USA,7
Tortoise microvirus 38,USA,7
Tortoise microvirus 39,USA,7
Tortoise microvirus 4,USA,8
Tortoise microvirus 40,USA,4
Tortoise microvirus 41,USA,8
Tortoise microvirus 42,USA,8
Tortoise microvirus 43,USA,7
Tortoise microvirus 44,USA,8
Tortoise microvirus 45,USA,8
Tortoise microvirus 46,USA,7
Tortoise microvirus 47,USA,6
Tortoise microvirus 48,USA,7
Tortoise microvirus 49,USA,6
Tortoise microvirus 5,USA,7
Tortoise microvirus 50,USA,6
Tortoise microvirus 51,USA,5
Tortoise microvirus 52,USA,4
Tortoise microvirus 53,USA,10
Tortoise microvirus 54,USA,8
Tortoise microvirus 55,USA,8
Tortoise microvirus 56,USA,7
Tortoise microvirus 57,USA,7
Tortoise microvirus 58,USA,6
Tortoise microvirus 59,USA,8
Tortoise microvirus 6,USA,9
Tortoise microvirus 60,USA,7
Tortoise microvirus 61,USA,9
Tortoise microvirus 62,USA,8
Tortoise microvirus 63,USA,7
Tortoise microvirus 64,USA,7
Tortoise microvirus 65,USA,6
Tortoise microvirus 66,USA,8
Tortoise microvirus 67,USA,7
Tortoise microvirus 68,USA,5
Tortoise microvirus 69,USA,4
Tortoise microvirus 7,USA,7
Tortoise microvirus 70,USA,5
Tortoise microvirus 71,USA,7
Tortoise microvirus 72,USA,6
Tortoise microvirus 73,USA,8
Tortoise microvirus 74,USA,7
Tortoise microvirus 75,USA,7
Tortoise microvirus 76,USA,7
Tortoise microvirus 77,USA,7
Tortoise microvirus 78,USA,8
Tortoise microvirus 79,USA,8
Tortoise microvirus 8,USA,16
Tortoise microvirus 80,USA,8
Tortoise microvirus 81,USA,8
Tortoise microvirus 82,USA,7
Tortoise microvirus 83,USA,9
Tortoise microvirus 84,USA,8
Tortoise microvirus 85,USA,5
Tortoise microvirus 86,USA,5
Tortoise microvirus 87,USA,4
Tortoise microvirus 88,USA,5
Tortoise microvirus 89,USA,5
Tortoise microvirus 9,USA,5
Tortoise microvirus 90,USA,4
Tortoise microvirus 91,USA,4
Tortoise microvirus 92,USA,4
Tortoise microvirus 93,USA,5
Tortoise microvirus 94,USA,7
Tortoise microvirus 95,USA,7
Tortoise microvirus 96,USA,5
Tortoise microvirus 97,USA,6
Tortoise microvirus 98,USA,7
Tortoise microvirus 99,USA,8
Tortoise paramyxovirus,Germany,1
Tortoise rafivirus A,China,1
Tortoise rafivirus A,USA,13
Torulaspora delbrueckii dsRNA Mbarr-1 killer virus,Spain,2
Torulaspora delbrueckii virus LA,Spain,2
Toscana phlebovirus,Algeria,4
Toscana phlebovirus,Croatia,4
Toscana phlebovirus,Cyprus,3
Toscana phlebovirus,France,59
Toscana phlebovirus,Germany,2
Toscana phlebovirus,Greece,1
Toscana phlebovirus,Italy,121
Toscana phlebovirus,Morocco,14
Toscana phlebovirus,Portugal,5
Toscana phlebovirus,Romania,7
Toscana phlebovirus,Spain,41
Toscana phlebovirus,Tunisia,49
Toscana phlebovirus,Turkey,66
Tospovirus kiwifruit/YXW/2014,China,10
Tospovirus sp.,China,1
Tospovirus sp.,Colombia,1
Totiviridae sp.,Canada,2
Totiviridae sp.,China,59
Totiviridae sp.,USA,59
Totivirus Atlantic salmon/CMS/Norway,Norway,1
Totivirus sp.,Australia,6
Totivirus-like Culex mosquito virus 1,USA,4
Totivirus-like Culex mosquito virus 2,USA,3
Tottorivirus A,Japan,14
Towan virus,USA,8
Toyo virus,Japan,4
Trabala vishnou gigantina nucleopolyhedrovirus,China,146
Trachemys herpesvirus,USA,1
Trachinocephalus myops iridovirus,Taiwan,1
Trachurus japonicus iridovirus,Taiwan,2
Trachurus japonicus nervous necrosis virus,Taiwan,2
Tradescantia mild mosaic virus,Italy,2
Tradescantia mild mosaic virus,New Zealand,1
Tradescantia mild mosaic virus - yellow streak,Germany,1
Traeger narna-like virus,Australia,1
Traemmersee orthohantavirus,Germany,3
Tragopan caboti CRESS-DNA-virus sp.,China,4
Trailing lespedeza virus 1,USA,25
Tranosema rostrale ichnovirus,Canada,79
Tree shrew astrovirus,Singapore,3
Tree shrew mastadenovirus A,China,35
Tree shrew papillomavirus 1,China,7
Tree shrew papillomavirus 2,China,6
Tree shrew polyomavirus 1,China,5
Treisdeltapapillomavirus 1,Spain,12
Treisepsilonpapillomavirus 1,Antarctica,21
Treisetapapillomavirus 1,Germany,12
Treisiotapapillomavirus 1,China,10
Treiskappapapillomavirus 1,USA,13
Treisthetapapillomavirus 1,Germany,12
Treiszetapapillomavirus 1,USA,24
Trematomus bernacchii papillomavirus,Antarctica,7
Trematomus bernacchii polyomavirus 1,Antarctica,6
Trematomus pennellii polyomavirus 1,Antarctica,8
Tremovirus A,Brazil,38
Tremovirus A,China,7
Tremovirus A,Hong Kong,1
Tremovirus A,Hungary,1
Tremovirus A,Poland,1
Tremovirus A,Saudi Arabia,1
Tremovirus A,South Korea,13
Tremovirus A,USA,11
Tremovirus A,United Kingdom,1
Tremovirus B,China,14
Tres Almendras phlebovirus,Panama,8
Treshnikov virus,Antarctica,1
Triaenops menamena paramyxovirus,Madagascar,2
Triatoma virus,Argentina,17
Triatoma virus,Brazil,5
Triatovirus A/2018/ITA,Italy,1
Triatovirus sp.,Turkey,6
Tribolium castaneum iflavirus,USA,1
Trichechid herpesvirus 1,USA,1
Trichoderma asperellum dsRNA virus 1,China,4
Trichoderma asperellum hypovirus 1,USA,1
Trichoderma atroviride mycovirus,South Korea,6
Trichoderma atroviride partitivirus 1,South Korea,2
Trichoderma citrinoviride partitivirus 1,USA,2
Trichoderma harzianum ambiguivirus 1,USA,2
Trichoderma harzianum hypovirus 1,China,3
Trichoderma harzianum hypovirus 2,South Korea,1
Trichoderma harzianum mycovirus 1,China,2
Trichoderma harzianum orthocurvulavirus 1,China,4
Trichoderma harzianum partitivirus 1,South Korea,2
Trichoderma hypovirus,USA,2
Trichoderma koningiopsis totivirus 1,New Zealand,2
Trichoderma reesei partitivirus,Thailand,3
Trichomonas vaginalis virus,Iran,4
Trichomonas vaginalis virus,USA,1
Trichomonas vaginalis virus 1,China,2
Trichomonas vaginalis virus 1,Cuba,2
Trichomonas vaginalis virus 1,Iran,11
Trichomonas vaginalis virus 1,Netherlands,5
Trichomonas vaginalis virus 1,Philippines,12
Trichomonas vaginalis virus 1,South Korea,2
Trichomonas vaginalis virus 1,USA,14
Trichomonas vaginalis virus 2,Cuba,4
Trichomonas vaginalis virus 2,Iran,1
Trichomonas vaginalis virus 2,Netherlands,5
Trichomonas vaginalis virus 2,Philippines,6
Trichomonas vaginalis virus 2,USA,8
Trichomonas vaginalis virus 2,United Kingdom,2
Trichomonas vaginalis virus 3,Iran,1
Trichomonas vaginalis virus 3,Netherlands,7
Trichomonas vaginalis virus 3,Philippines,10
Trichomonas vaginalis virus 3,USA,8
Trichomonas vaginalis virus 3,United Kingdom,2
Trichomonas vaginalis virus 4,Philippines,12
Trichomonas vaginalis virus 4,USA,8
Trichoniscus panormidensis iridescent virus,Italy,1
Trichoplax MELD virus,USA,15
Trichoplusia ni ascovirus 6b,USA,178
Trichoplusia ni granulovirus,USA,344
Trichoplusia ni single nucleopolyhedrovirus,Canada,293
Trichoplusia ni single nucleopolyhedrovirus,Mexico,143
Trichoplusia ni single nucleopolyhedrovirus,South Africa,7
Trichoplusia ni single nucleopolyhedrovirus,USA,36
Trichopteran jingmen-related virus,Australia,6
Trichosanthes potyvirus A,China,1
Trichosanthes tepovirus A,China,3
Trifolium pratense cytorhabdovirus A,Czech Republic,7
Trifolium pratense cytorhabdovirus B,Czech Republic,9
Trifolium virus 1,France,198
Trifolium-associated circular DNA virus 1,France,6
Trillium crinkled leaf virus,United Kingdom,15
Trillium govanianum cheravirus,India,2
Trillium virus Y,United Kingdom,2
Trinbago virus,Trinidad and Tobago,1
Triniti orthobunyavirus,Brazil,6
Triniti orthobunyavirus,Trinidad and Tobago,3
Trionyx sinensis hemorrhagic syndrome virus,China,8
Triplophysa siluroides ranavirus,China,1
Tripterygium mastrevirus A,China,3
Trisopterus minutus betanodavirus,Italy,2
Tritaeniorhynchus merhavirus,China,5
Tritaeniorhynchus merhavirus,Japan,20
Triteleia mosaic virus,Netherlands,1
Triticeae associated alphaendornavirus,USA,1
Triticum mosaic virus,Canada,3
Triticum mosaic virus,USA,45
Triumfetta yellow mosaic virus,Brazil,16
Trivittatus orthobunyavirus,Panama,5
Trivittatus orthobunyavirus,USA,19
Troides aeacus nucleopolyhedrovirus,Taiwan,144
Tropical screech owl adenovirus 1,Brazil,1
Tropical soda apple mosaic virus,Mexico,27
Tropical soda apple mosaic virus,USA,10
Tropivirus A,China,1
Tropivirus B,China,1
Trubanaman virus,Australia,13
Trudobelik virus,Russia,2
Tsecebavirus borborovicinum,Japan,3
Tsuhreavirus borborovivens,Japan,4
Tsukamurella phage TPA2,Australia,156
Tsukamurella phage TPA4,Australia,168
Tsukamurella virus TIN2,Australia,214
Tsukamurella virus TIN3,Australia,218
Tsukamurella virus TIN4,Australia,218
Tuber aestivum betaendornavirus,Hungary,2
Tuber aestivum mitovirus,Hungary,2
Tuber aestivum virus 1,Hungary,4
Tuber excavatum mitovirus,Germany,1
Tuberose mild mosaic virus,India,2
Tuberose mild mosaic virus,Taiwan,1
Tuberose mild mottle virus,China,8
Tuberose mild mottle virus,India,2
Tuberose mild mottle virus,Mexico,1
Tuberose mild mottle virus,Netherlands,1
Tuberose mild mottle virus,Taiwan,1
Tuberose mild mottle virus,USA,1
Tubeweb spider associated circular virus 1,Canada,2
Tufted capuchin adenovirus 1,Croatia,1
Tufted capuchin adenovirus 2,Hungary,1
Tufted capuchin adenovirus 3,Hungary,1
Tuhoko pararubulavirus 1,China,14
Tuhoko pararubulavirus 2,China,14
Tuhoko pararubulavirus 3,China,14
Tula orthohantavirus,Austria,2
Tula orthohantavirus,China,13
Tula orthohantavirus,Croatia,7
Tula orthohantavirus,Czech Republic,41
Tula orthohantavirus,France,4
Tula orthohantavirus,Germany,540
Tula orthohantavirus,Hungary,6
Tula orthohantavirus,Iran,1
Tula orthohantavirus,Kazakhstan,3
Tula orthohantavirus,Lithuania,5
Tula orthohantavirus,Luxembourg,2
Tula orthohantavirus,Netherlands,11
Tula orthohantavirus,Poland,6
Tula orthohantavirus,Russia,16
Tula orthohantavirus,Serbia,2
Tula orthohantavirus,Slovenia,17
Tula orthohantavirus,Switzerland,6
Tula orthohantavirus,Turkey,34
Tulasnella ambivirus 1,Italy,2
Tulasnella ambivirus 2,Italy,2
Tulasnella ambivirus 3,Italy,2
Tulasnella ambivirus 4,Italy,2
Tulasnella ambivirus 5,Italy,2
Tulasnella barnavirus 1,Italy,4
Tulasnella bunyavirales-like 1,Italy,3
Tulip breaking virus,Australia,1
Tulip breaking virus,Hungary,17
Tulip breaking virus,India,1
Tulip breaking virus,Netherlands,13
Tulip mild mottle mosaic ophiovirus,Japan,4
Tulip mild mottle mosaic ophiovirus,South Africa,1
Tulip mosaic virus,India,2
Tulip mosaic virus,Netherlands,1
Tulip mosaic virus,New Zealand,1
Tulip severe mosaic virus,Netherlands,2
Tulip streak virus,Japan,4
Tulip virus X,Australia,10
Tulip virus X,New Zealand,1
Tulip virus X,Norway,1
Tulip virus X,Poland,2
Tulip virus X,South Korea,6
Tulip virus X,USA,3
Tundra vole stool-associated circular virus,Russia,25
Tunis orthonairovirus,Tunisia,6
Tunisian fish betanodavirus,Tunisia,14
Tunisian sheep virus,Tunisia,5
Tunisian small ruminant pestivirus,Italy,4
Tunisvirus,Tunisia,971
Tunzelmann virus,Antarctica,1
Tupaia glis polyomavirus 1,Thailand,36
Tupaia hepatovirus A,China,13
Tupanvirus deep ocean,France,1276
Tupanvirus soda lake,Brazil,1359
Turbot nodavirus,Norway,1
Turdus hortulorum CRESS-DNA-virus sp.,China,4
Turdus hortulorum Genomoviridae sp.,China,40
Turdus hortulorum Iteradensovirus,China,2
Turdus hortulorum ambidensovirus,China,2
Turdus hortulorum densovirus,China,3
Turdus hortulorum parvoviridae sp.,China,10
Turdus merula herpesvirus,Slovenia,1
Turdus naumanni CRESS-DNA-virus sp.,China,2
Turdus naumanni Genomoviridae sp.,China,6
Turdus naumanni Ichthamaparvovirus,China,2
Turdus naumanni ambidensovirus,China,2
Turdus naumanni densovirus,China,3
Turdus naumanni parvoviridae sp.,China,4
Turdus pallidus Chaphamaparvovirus,China,5
Turdus pallidus Genomoviridae sp.,China,14
Turdus pallidus parvoviridae sp.,China,7
Turkana Chu-like virus,Kenya,1
Turkana Iflavi-like virus 2,Kenya,1
Turkana Iflavirus,Kenya,1
Turkana Partiti-like virus 1,Kenya,1
Turkana Partiti-like virus 2,Kenya,1
Turkana Sobemo-like virus,Kenya,3
Turkana Tombus-like virus,Kenya,1
Turkana Toti-like virus,Kenya,1
Turkana negevirus,Kenya,3
Turkana picorna-like virus,Kenya,1
Turkey associated porprismacovirus 1,Hungary,4
Turkey astrovirus,Poland,34
Turkey astrovirus,Turkey,1
Turkey astrovirus 3,USA,1
Turkey aviadenovirus 2,Germany,2
Turkey aviadenovirus 2,United Kingdom,1
Turkey aviadenovirus B,Germany,8
Turkey aviadenovirus B,Hungary,74
Turkey aviadenovirus C,Germany,4
Turkey aviadenovirus D,Germany,13
Turkey parvovirus 1078,China,12
Turkey parvovirus 1078,Croatia,10
Turkey parvovirus 1078,USA,27
Turkey parvovirus Croatia/Munt/2010,Croatia,1
Turkey parvovirus TP1-2012/HUN,Hungary,2
Turkey picobirnavirus,USA,17
Turkey picornavirus,USA,14
Turkey siadenovirus A,Australia,5
Turkey siadenovirus A,Brazil,2
Turkey siadenovirus A,Canada,213
Turkey siadenovirus A,Germany,17
Turkey siadenovirus A,Hungary,3
Turkey siadenovirus A,Italy,1
Turkey siadenovirus A,Japan,1
Turkey siadenovirus A,Turkey,1
Turkeypox virus,Egypt,4
Turkeypox virus,Hungary,342
Turkeypox virus,India,5
Turkeypox virus,Iran,5
Turkeypox virus,Mozambique,3
Turkeypox virus,Turkey,1
Turlock orthobunyavirus,Czechoslovakia,15
Turlock orthobunyavirus,France,8
Turlock orthobunyavirus,India,32
Turlock orthobunyavirus,USA,4
Turnip crinkle virus,Australia,4
Turnip crinkle virus,Germany,5
Turnip crinkle virus,United Kingdom,30
Turnip curly top virus,Iran,216
Turnip leaf roll virus,Iran,84
Turnip mosaic virus,Australia,36
Turnip mosaic virus,Austria,1
Turnip mosaic virus,Brazil,91
Turnip mosaic virus,Chile,4
Turnip mosaic virus,China,356
Turnip mosaic virus,Croatia,3
Turnip mosaic virus,Czech Republic,13
Turnip mosaic virus,Denmark,1
Turnip mosaic virus,Ethiopia,2
Turnip mosaic virus,Germany,20
Turnip mosaic virus,Greece,45
Turnip mosaic virus,Hungary,1
Turnip mosaic virus,India,27
Turnip mosaic virus,Iran,100
Turnip mosaic virus,Israel,2
Turnip mosaic virus,Italy,2
Turnip mosaic virus,Japan,7
Turnip mosaic virus,Mauritius,1
Turnip mosaic virus,Mexico,1
Turnip mosaic virus,Myanmar,9
Turnip mosaic virus,Nepal,4
Turnip mosaic virus,Netherlands,1
Turnip mosaic virus,New Zealand,19
Turnip mosaic virus,Pakistan,2
Turnip mosaic virus,Poland,7
Turnip mosaic virus,Slovakia,4
Turnip mosaic virus,South Korea,81
Turnip mosaic virus,Spain,5
Turnip mosaic virus,Taiwan,3
Turnip mosaic virus,Thailand,9
Turnip mosaic virus,Turkey,84
Turnip mosaic virus,USA,15
Turnip mosaic virus,Ukraine,9
Turnip mosaic virus,United Kingdom,4
Turnip mosaic virus,Uzbekistan,1
Turnip mosaic virus,Viet Nam,35
Turnip ringspot virus,Brazil,2
Turnip ringspot virus,Croatia,6
Turnip ringspot virus,Germany,6
Turnip ringspot virus,Italy,3
Turnip ringspot virus,Russia,9
Turnip ringspot virus,Spain,3
Turnip ringspot virus,Taiwan,2
Turnip ringspot virus,Turkey,2
Turnip ringspot virus,USA,7
Turnip ringspot virus,United Kingdom,3
Turnip rosette virus,Australia,2
Turnip rosette virus,United Kingdom,16
Turnip vein-clearing virus,France,1
Turnip vein-clearing virus,Germany,4
Turnip vein-clearing virus,Hungary,4
Turnip vein-clearing virus,New Zealand,13
Turnip vein-clearing virus,USA,9
Turnip yellow mosaic virus,Germany,3
Turnip yellow mosaic virus,Japan,2
Turnip yellow mosaic virus,Mexico,1
Turnip yellow mosaic virus,Philippines,2
Turnip yellow mosaic virus,South Korea,21
Turnip yellow mosaic virus,Spain,12
Turnip yellow mosaic virus,United Kingdom,10
Turnip yellows virus,Australia,272
Turnip yellows virus,Brazil,7
Turnip yellows virus,China,15
Turnip yellows virus,Colombia,12
Turnip yellows virus,Egypt,1
Turnip yellows virus,Germany,93
Turnip yellows virus,Greece,31
Turnip yellows virus,Iran,5
Turnip yellows virus,Morocco,1
Turnip yellows virus,New Zealand,1
Turnip yellows virus,Pakistan,6
Turnip yellows virus,Poland,3
Turnip yellows virus,Saudi Arabia,5
Turnip yellows virus,Serbia,6
Turnip yellows virus,South Africa,5
Turnip yellows virus,Tunisia,3
Turnip yellows virus,Turkey,9
Turnip yellows virus,United Kingdom,151
Turnip yellows virus associated RNA,Australia,8
Turnip yellows virus associated RNA,Germany,15
Turnip yellows virus associated RNA,Greece,1
Turnip yellows virus associated RNA,South Africa,4
Turnip yellows virus associated RNA,United Kingdom,3
Turnip yellows virus associated RNA2,Germany,7
Turrinivirus 1,China,4
Tursiops aduncus gammaherpesvirus,Hong Kong,1
Tursiops aduncus papillomavirus,Hong Kong,2
Tursiops truncatus alphaherpesvirus 1,Germany,1
Tursiops truncatus alphaherpesvirus 3,Germany,1
Tursiops truncatus gammaherpesvirus,Bahamas,1
Tursiops truncatus gammaherpesvirus,USA,3
Tursiops truncatus papillomavirus DC-2012/Cuba,Cuba,3
Tursiops truncatus parainfluenza virus 1,USA,2
Turtle fraservirus 1,USA,4
Turtle grass virus X,USA,10
Turtle herpesvirus,Czech Republic,1
Turuna phlebovirus,Brazil,9
Tusavirus 1,Tunisia,3
Tusavirus sp.,Tunisia,1
Tuskovirus caenadaptatum,USA,3
Tuwendivirus caenenecus,USA,3
Tvarminne avian virus,Finland,11
Twisted-stalk chlorotic streak virus,USA,9
Twisted-stalk leaf streak virus,USA,3
Tyabin virus,Antarctica,1
Tylonycteris bat alphacoronavirus,China,1
Tylonycteris bat coronavirus HKU33,China,7
Tylonycteris bat coronavirus HKU4,China,204
Tylonycteris bat coronavirus HKU4,Hong Kong,48
Tylonycteris pachypus bat coronavirus HKU4-related,China,9
Tylonycteris robustula astrovirus 1,China,1
Tylonycteris robustula coronavirus 162267,China,1
Tylonycteris robustula coronavirus 162269,China,1
Tylonycteris robustula coronavirus 162270,China,1
Tylonycteris robustula coronavirus 162271,China,1
Tylonycteris robustula coronavirus 162272,China,1
Tylonycteris robustula coronavirus 162273,China,1
Tylonycteris robustula coronavirus 162275,China,1
Tylonycteris robustula coronavirus 162276,China,1
Tylonycteris robustula coronavirus 162277,China,1
Tylonycteris robustula coronavirus 162279,China,1
Tylonycteris robustula coronavirus 162280,China,1
Tylonycteris robustula herpesvirus 1,China,2
Tylototriton kweichowensis ranavirus,Belgium,1
Tymovirales sp.,USA,5
Tymoviridae sp.,China,6
Tymoviridae sp. XZN137671,China,1
Tynnyfer narna-like virus,Australia,2
