Species,Host,Count
Pseudomonas phage vB_Pae_BR327a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_BR52a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_BR52b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_BR58a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_BR58b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF118a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF118b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF118c,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF121a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF121b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF121c,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF124b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF125a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF126a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF127a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF127b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF136a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF136b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF140a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF145a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF165a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF177a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF177b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF177c,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF183a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF183b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF208a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF213a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF213b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF23a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF23b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF24a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF24b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF28a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF28b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF34a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF3a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF53a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF53b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF53c,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF54a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF55b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF57a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF57b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF5a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF60a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF63a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF65a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF65b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF67a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF69a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF74a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF74b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF77b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF78a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF79a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF81a,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_CF81b,Pseudomonas aeruginosa,1
Pseudomonas phage vB_Pae_Kat,Pseudomonas aeruginosa PAO1,1
Pseudomonas phage vB_Pae_Mat,Pseudomonas aeruginosa PAO1,1
Pseudomonas phage vB_Pae_QDWS,Pseudomonas sp.,1
Pseudomonas phage vB_Pae_TR,Pseudomonas,1
Pseudomonas phage vB_Pae_W3,Pseudomonas aeruginosa PAO1,1
Pseudomonas phage vB_Pci_PCMW57,Pseudomonas cichorii,1
Pseudomonas phage vB_PcuM_ KLEP17-4,Pseudomonas cuatrocienegasensis,1
Pseudomonas phage vB_PstS-pAN,Pseudomonas stutzeri,1
Pseudomonas phage ventosus,Pseudomonas syringae pv. avii,1
Pseudomonas phage willy,Pseudomonas aeruginosa PAO1,1
Pseudomonas phage zikora,Pseudomonas aeruginosa,1
Pseudomonas virus 119X,Pseudomonas,1
Pseudomonas virus 119X,Pseudomonas aeruginosa,2
Pseudomonas virus 130-113,Pseudomonas aeruginosa,2
Pseudomonas virus 14-1,Pseudomonas,2
Pseudomonas virus 15pyo,Pseudomonas aeruginosa,2
Pseudomonas virus 17A,Pseudomonas,2
Pseudomonas virus 22PfluR64PP,Pseudomonas fluorescens,2
Pseudomonas virus 3MF5,Pseudomonas syringae,2
Pseudomonas virus 73,Pseudomonas,1
Pseudomonas virus 73,Pseudomonas aeruginosa,2
Pseudomonas virus ABTNL,Pseudomonas aeruginosa,2
Pseudomonas virus Ab03,Pseudomonas aeruginosa,6
Pseudomonas virus Ab05,Pseudomonas aeruginosa,2
Pseudomonas virus Ab09,Pseudomonas aeruginosa,4
Pseudomonas virus Ab09,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus Ab18,Pseudomonas aeruginosa,3
Pseudomonas virus Ab19,Pseudomonas aeruginosa,2
Pseudomonas virus Ab22,Pseudomonas aeruginosa,2
Pseudomonas virus Ab26,Pseudomonas aeruginosa,2
Pseudomonas virus Ab28,Pseudomonas aeruginosa,2
Pseudomonas virus Achelous,Pseudomonas syringae pv. avii,2
Pseudomonas virus Alpheus,Pseudomonas syringae pv. avii,2
Pseudomonas virus Andromeda,Pseudomonas,1
Pseudomonas virus Andromeda,Pseudomonas syringae,2
Pseudomonas virus B3,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus Bf7,Pseudomonas,1
Pseudomonas virus Bf7,Pseudomonas tolaasii,2
Pseudomonas virus Bjorn,Pseudomonas,2
Pseudomonas virus BrSP1,Pseudomonas sp.,2
Pseudomonas virus C171,Pseudomonas putida,2
Pseudomonas virus CAb02,Pseudomonas aeruginosa,2
Pseudomonas virus CAb1,Pseudomonas aeruginosa,5
Pseudomonas virus CHU,Pseudomonas aeruginosa,2
Pseudomonas virus D3,Pseudomonas aeruginosa,4
Pseudomonas virus D3112,Pseudomonas aeruginosa,3
Pseudomonas virus DL60,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus DL62,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus DL68,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus DMS3,Pseudomonas,1
Pseudomonas virus DMS3,Pseudomonas aeruginosa,1
Pseudomonas virus DP1,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus Dobby,Pseudomonas aeruginosa,2
Pseudomonas virus E215,Pseudomonas,2
Pseudomonas virus E217,Pseudomonas,2
Pseudomonas virus EL,Pseudomonas aeruginosa,2
Pseudomonas virus EPa61,Pseudomonas,2
Pseudomonas virus F116,Pseudomonas,3
Pseudomonas virus F116,Pseudomonas aeruginosa,1
Pseudomonas virus F8,Pseudomonas,1
Pseudomonas virus F8,Pseudomonas aeruginosa,2
Pseudomonas virus G1,Pseudomonas aeruginosa,2
Pseudomonas virus H66,Pseudomonas aeruginosa,3
Pseudomonas virus Henninger,Pseudomonas,2
Pseudomonas virus IBBPF7A,Pseudomonas fluorescens,2
Pseudomonas virus JBD67,Pseudomonas,2
Pseudomonas virus JD18,Pseudomonas,2
Pseudomonas virus JG004,Pseudomonas aeruginosa,3
Pseudomonas virus JG024,Pseudomonas aeruginosa,2
Pseudomonas virus KIL2,Pseudomonas syringae,2
Pseudomonas virus KIL4,Pseudomonas syringae,6
Pseudomonas virus KNP,Pseudomonas fluorescens group,2
Pseudomonas virus KPP10,Pseudomonas,4
Pseudomonas virus KPP12,Pseudomonas aeruginosa,2
Pseudomonas virus KPP21,Pseudomonas aeruginosa,2
Pseudomonas virus KPP25,Pseudomonas aeruginosa,2
Pseudomonas virus KTN6,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus Kakheti25,Pseudomonas aeruginosa,3
Pseudomonas virus LBL3,Pseudomonas aeruginosa,2
Pseudomonas virus LIT1,Pseudomonas aeruginosa,2
Pseudomonas virus LKA1,Pseudomonas aeruginosa,2
Pseudomonas virus LKD16,Pseudomonas aeruginosa,2
Pseudomonas virus LKO4,Pseudomonas aeruginosa,2
Pseudomonas virus LMA2,Pseudomonas aeruginosa,2
Pseudomonas virus LS1,Pseudomonas aeruginosa,2
Pseudomonas virus LUZ19,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus LUZ24,Pseudomonas aeruginosa,2
Pseudomonas virus LUZ7,Pseudomonas aeruginosa,2
Pseudomonas virus Lana,Pseudomonas sp.,2
Pseudomonas virus Littlefix,Pseudomonas,2
Pseudomonas virus M6,Pseudomonas,1
Pseudomonas virus M6,Pseudomonas aeruginosa,1
Pseudomonas virus MAG1,Pseudomonas aeruginosa,2
Pseudomonas virus MP1412,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus MP22,Pseudomonas aeruginosa UCBPP-PA14,1
Pseudomonas virus MP29,Pseudomonas aeruginosa PA14,2
Pseudomonas virus MP38,Pseudomonas aeruginosa PA14,2
Pseudomonas virus MPK6,Pseudomonas aeruginosa,2
Pseudomonas virus MPK7,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus NFS,Pseudomonas aeruginosa,2
Pseudomonas virus NH4,Pseudomonas aeruginosa,2
Pseudomonas virus NH4,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus NP1,Pseudomonas,2
Pseudomonas virus NV1,Pseudomonas tolaasii NCPPB 2192,2
Pseudomonas virus NV3,Pseudomonas agarici,2
Pseudomonas virus Nerthus,Pseudomonas syringae pv. avii,2
Pseudomonas virus Njord,Pseudomonas syringae pv. avii,2
Pseudomonas virus Noxifer,Pseudomonas fluorescens SBW25,2
Pseudomonas virus PA01,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus PA10,Pseudomonas aeruginosa,2
Pseudomonas virus PA11,Pseudomonas,1
Pseudomonas virus PA11,Pseudomonas aeruginosa,1
Pseudomonas virus PA11P1,Pseudomonas aeruginosa,1
Pseudomonas virus PA1KOR,Pseudomonas aeruginosa,3
Pseudomonas virus PA26,Pseudomonas aeruginosa,2
Pseudomonas virus PA5,Pseudomonas aeruginosa,2
Pseudomonas virus PA7,Pseudomonas,13
Pseudomonas virus PA7,Pseudomonas aeruginosa,2
Pseudomonas virus PA8P1,Pseudomonas aeruginosa,2
Pseudomonas virus PAA2,Pseudomonas aeruginosa,2
Pseudomonas virus PAE1,Pseudomonas aeruginosa,2
Pseudomonas virus PAKP1,Pseudomonas aeruginosa PAK,2
Pseudomonas virus PAKP2,Pseudomonas aeruginosa PAK,2
Pseudomonas virus PAKP3,Pseudomonas aeruginosa CHA,3
Pseudomonas virus PAKP3,Pseudomonas aeruginosa PAK,4
Pseudomonas virus PAKP4,Pseudomonas aeruginosa PAK,2
Pseudomonas virus PAXYB1,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus PB1,Pseudomonas aeruginosa,12
Pseudomonas virus PB1,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus PBPA162,Pseudomonas aeruginosa,1
Pseudomonas virus PFP1,Pseudomonas fluorescens,2
Pseudomonas virus PM105,Pseudomonas aeruginosa,2
Pseudomonas virus PMBT14,Pseudomonas fluorescens,2
Pseudomonas virus PMBT3,Pseudomonas grimontii,2
Pseudomonas virus PMG1,Pseudomonas aeruginosa,2
Pseudomonas virus PMW,Pseudomonas putida,2
Pseudomonas virus PPPL1,Pseudomonas syringae,2
Pseudomonas virus PPpW4,Pseudomonas,2
Pseudomonas virus PR4,Enterobacteriaceae,5
Pseudomonas virus PR4,Escherichia coli,1
Pseudomonas virus PRD1,Enterobacteriaceae,21
Pseudomonas virus PRD1,Escherichia coli,4
Pseudomonas virus PS24,Pseudomonas aeruginosa,2
Pseudomonas virus PS44,Pseudomonas aeruginosa,2
Pseudomonas virus PT2,Pseudomonas,1
Pseudomonas virus PT2,Pseudomonas aeruginosa,1
Pseudomonas virus PT5,Pseudomonas aeruginosa,2
Pseudomonas virus Pa-K,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa-N,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa-V,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa-X,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa-Z,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa-oumiga,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa-sanjiao,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pa193,Pseudomonas aeruginosa,2
Pseudomonas virus Pa204,Pseudomonas aeruginosa,1
Pseudomonas virus Pa222,Pseudomonas aeruginosa,1
Pseudomonas virus Pa223,Pseudomonas aeruginosa,1
Pseudomonas virus PaBG,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus PaLz-2-43,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus PaMx11,Pseudomonas aeruginosa,2
Pseudomonas virus PaMx25,Pseudomonas aeruginosa,2
Pseudomonas virus PaMx28,Pseudomonas aeruginosa,2
Pseudomonas virus PaMx74,Pseudomonas aeruginosa,2
Pseudomonas virus PaP1,Pseudomonas,1
Pseudomonas virus PaP1,Pseudomonas aeruginosa PA1,2
Pseudomonas virus PaP1_EPu-2019,Pseudomonas aeruginosa,1
Pseudomonas virus PaP3,Pseudomonas,1
Pseudomonas virus PaP4,Pseudomonas aeruginosa,2
Pseudomonas virus PaSz-6,Pseudomonas aeruginosa PAO1,1
Pseudomonas virus Pf1,Pseudomonas aeruginosa,1
Pseudomonas virus Pf1 ERZ-2017,Pseudomonas fluorescens,1
Pseudomonas virus Pf10,Pseudomonas fluorescens,2
Pseudomonas virus Pf1ERZ2017,Pseudomonas fluorescens,1
Pseudomonas virus Pf3,Pseudomonas,1
Pseudomonas virus Pf3,Pseudomonas aeruginosa,3
Pseudomonas virus Phi15,Pseudomonas,3
Pseudomonas virus PhiPSA2,Pseudomonas syringae pv. actinidiae,2
Pseudomonas virus PhiPsa17,Pseudomonas syringae pv. actinidiae ICMP 18800,2
Pseudomonas virus PhiS1,Pseudomonas fluorescens,2
Pseudomonas virus PollyC,Pseudomonas,2
Pseudomonas virus Psa374,Pseudomonas syringae pv. actinidiae ICMP 18800,2
Pseudomonas virus PspYZU08,Pseudomonas sp.,2
Pseudomonas virus Ptobp6g,Pseudomonas tolaasii,1
Pseudomonas virus R12,Pseudomonas,2
Pseudomonas virus R18,Pseudomonas,2
Pseudomonas virus R26,Pseudomonas,2
Pseudomonas virus RLP,Pseudomonas aeruginosa,2
Pseudomonas virus S1,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus SL1,Pseudomonas aeruginosa,2
Pseudomonas virus SL2,Pseudomonas aeruginosa,2
Pseudomonas virus SM1,Pseudomonas aeruginosa,2
Pseudomonas virus SN,Pseudomonas aeruginosa,2
Pseudomonas virus SN,Pseudomonas aeruginosa PA14,1
Pseudomonas virus TL,Pseudomonas aeruginosa,2
Pseudomonas virus UFVP2,Pseudomonas fluorescens,2
Pseudomonas virus UNOSLW1,Pseudomonas fluorescens,1
Pseudomonas virus UNOSLW1,Pseudomonas sp.,2
Pseudomonas virus VCM,Pseudomonas,2
Pseudomonas virus VSW3,Pseudomonas,2
Pseudomonas virus WRT,Pseudomonas fluorescens group,2
Pseudomonas virus Yua,Pseudomonas aeruginosa,2
Pseudomonas virus ZC03,Pseudomonas aeruginosa,2
Pseudomonas virus ZC08,Pseudomonas aeruginosa,2
Pseudomonas virus Zigelbrucke,Pseudomonas aeruginosa PAO1,2
Pseudomonas virus Zuri,Pseudomonas putida,2
Pseudomonas virus f2,Pseudomonas fluorescens SBW25,24
Pseudomonas virus gh1,Pseudomonas putida,2
Pseudomonas virus inbricus,Pseudomonas syringae pv. avii,2
Pseudomonas virus kF77,Pseudomonas aeruginosa,2
Pseudomonas virus nickie,Pseudomonas syringae pv. avii,2
Pseudomonas virus pf16,Pseudomonas putida,2
Pseudomonas virus phCDa,Pseudomonas fluorescens,2
Pseudomonas virus phi12,Pseudomonas,3
Pseudomonas virus phi12,Pseudomonas syringae,3
Pseudomonas virus phi13,Pseudomonas,3
Pseudomonas virus phi13,Pseudomonas syringae,3
Pseudomonas virus phi2954,Pseudomonas,1
Pseudomonas virus phi2954,Pseudomonas syringae,6
Pseudomonas virus phi3,Pseudomonas aeruginosa,2
Pseudomonas virus phi6,Pseudomonas savastanoi pv. phaseolicola,138
Pseudomonas virus phi6,Pseudomonas syringae,114
Pseudomonas virus phi8,Pseudomonas,3
Pseudomonas virus phi8,Pseudomonas syringae,3
Pseudomonas virus phiCTX,Pseudomonas aeruginosa,5
Pseudomonas virus phiKMV,Pseudomonas,1
Pseudomonas virus phiKMV,Pseudomonas aeruginosa,1
Pseudomonas virus phiKZ,Pseudomonas aeruginosa,1
Pseudomonas virus phiMK,Pseudomonas aeruginosa,2
Pseudomonas virus phiNN,Pseudomonas sp.,6
Pseudomonas virus phiYY,Pseudomonas aeruginosa,6
Pseudomonas virus shl2,Pseudomonas,2
Pseudomonas virus tabernarius,Pseudomonas syringae pv. avii,2
Pseudomonas virus tf,Pseudomonas putida,2
Pseudomonas virus uligo,Pseudomonas syringae pv. avii,2
Pseudoplusia includens nucleopolyhedrovirus,Chrysodeixis includens,3
Pseudorasbora circovirus 1,Pseudorasbora parva,1
Pseudorasbora circovirus 2,Pseudorasbora parva,1
Pseudorhombus cinnamoneus ranavirus,Pseudorhombus cinnamoneus,2
Pseudorhombus sp. nervous necrosis virus,Pseudorhombus,1
Pseudovishnui ohlsrhavirus,Culex pseudovishnui,2
Pseudoxanthomonas phage PW916,Pseudoxanthomonas kaohsiungensis,1
Psilorhabdovirus 1,Psilotrema simillimum,1
Psilorhabdovirus 2,Psilotrema simillimum,1
Psilosi virus,Psilotrema simillimum,1
Psilotre Phenuili virus,Psilotrema simillimum,2
Psimevirus caenivicinum,activated sludge metagenome,1
Psipapillomavirus 1,Rousettus aegyptiacus,2
Psipapillomavirus 2,Eidolon helvum,3
Psipapillomavirus 3,Eidolon helvum,3
Psittacid alphaherpesvirus 1,Amazona aestiva,7
Psittacid alphaherpesvirus 1,Amazona amazonica,1
Psittacid alphaherpesvirus 1,Amazona oratrix,1
Psittacid alphaherpesvirus 1,Anodorhynchus hyacinthinus,1
Psittacid alphaherpesvirus 1,Eupsittula aurea,4
Psittacid alphaherpesvirus 1,Forpus xanthopterygius,1
Psittacid alphaherpesvirus 1,Pionites leucogaster,2
Psittacid alphaherpesvirus 1,Psittacara leucophthalmus,5
Psittacid alphaherpesvirus 1,Psittacidae,17
Psittacid alphaherpesvirus 1,Psittacula krameri,1
Psittacid alphaherpesvirus 1,Pyrrhura cruentata,1
Psittacid alphaherpesvirus 1,Trichoglossus haematodus,1
Psittacid herpesvirus 3,Neopsephotus bourkii,1
Psittacid herpesvirus 3,Psittacula krameri,1
Psittacid herpesvirus 5,Psittacula krameri,7
Psittacidae CRESS-DNA-virus sp.,Psittacidae,2
Psittacidae Chaphamaparvovirus,Psittacidae,1
Psittacidae Genomoviridae sp.,Psittacidae,1
Psittacidae aveparvovirus,Phoenicopteridae,1
Psittacidae dependoparvovirus,Psittacidae,1
Psittacidae parvo-like hybrid virus,Phoenicopteridae,1
Psittacidae parvoviridae sp.,Phoenicopteridae,1
Psittacidae parvoviridae sp.,Phylloscopus,1
Psittacidae parvoviridae sp.,Psittacidae,3
Psittaciform 1 orthobornavirus,Agapornis personatus,1
Psittaciform 1 orthobornavirus,Alisterus amboinensis,1
Psittaciform 1 orthobornavirus,Amazona aestiva,29
Psittaciform 1 orthobornavirus,Amazona auropalliata,1
Psittaciform 1 orthobornavirus,Amazona barbadensis,1
Psittaciform 1 orthobornavirus,Amazona farinosa,1
Psittaciform 1 orthobornavirus,Amazona festiva,3
Psittaciform 1 orthobornavirus,Amazona leucocephala,3
Psittaciform 1 orthobornavirus,Amazona ochrocephala,2
Psittaciform 1 orthobornavirus,Amazona ochrocephala auropalliata,1
Psittaciform 1 orthobornavirus,Amazona ochrocephala panamensis,1
Psittaciform 1 orthobornavirus,Amazona rhodocorytha,1
Psittaciform 1 orthobornavirus,Amazona ventralis,1
Psittaciform 1 orthobornavirus,Amazona vinacea,1
Psittaciform 1 orthobornavirus,Amazona viridigenalis,1
Psittaciform 1 orthobornavirus,Amazona xantholora,1
Psittaciform 1 orthobornavirus,Anas,1
Psittaciform 1 orthobornavirus,Anas platyrhynchos,5
Psittaciform 1 orthobornavirus,Anodorhynchus hyacinthinus,1
Psittaciform 1 orthobornavirus,Ara,1
Psittaciform 1 orthobornavirus,Ara ambiguus,1
Psittaciform 1 orthobornavirus,Ara ararauna,16
Psittaciform 1 orthobornavirus,Ara chloropterus,16
Psittaciform 1 orthobornavirus,Ara glaucogularis,2
Psittaciform 1 orthobornavirus,Ara macao,23
Psittaciform 1 orthobornavirus,Ara rubrogenys,1
Psittaciform 1 orthobornavirus,Ara severus,2
Psittaciform 1 orthobornavirus,Aratinga,2
Psittaciform 1 orthobornavirus,Aratinga jandaya,5
Psittaciform 1 orthobornavirus,Aratinga solstitialis,43
Psittaciform 1 orthobornavirus,Cacatua alba,18
Psittaciform 1 orthobornavirus,Cacatua ducorpsii,8
Psittaciform 1 orthobornavirus,Cacatua galerita,13
Psittaciform 1 orthobornavirus,Cacatua galerita triton,1
Psittaciform 1 orthobornavirus,Cacatua goffiniana,2
Psittaciform 1 orthobornavirus,Cacatua moluccensis,21
Psittaciform 1 orthobornavirus,Cacatua ophthalmica,6
Psittaciform 1 orthobornavirus,Cacatua sulphurea,8
Psittaciform 1 orthobornavirus,Calidris alpina,1
Psittaciform 1 orthobornavirus,Calidris ruficollis,5
Psittaciform 1 orthobornavirus,Callocephalon fimbriatum,1
Psittaciform 1 orthobornavirus,Calyptorhynchus banksii,1
Psittaciform 1 orthobornavirus,Coracopsis vasa,1
Psittaciform 1 orthobornavirus,Cyanoramphus auriceps,4
Psittaciform 1 orthobornavirus,Deroptyus accipitrinus,2
Psittaciform 1 orthobornavirus,Diopsittaca nobilis,6
Psittaciform 1 orthobornavirus,Diopsittaca nobilis cumanensis,1
Psittaciform 1 orthobornavirus,Eclectus roratus,13
Psittaciform 1 orthobornavirus,Emberiza spodocephala,1
Psittaciform 1 orthobornavirus,Enicognathus ferrugineus,1
Psittaciform 1 orthobornavirus,Eolophus roseicapilla,7
Psittaciform 1 orthobornavirus,Grus monacha,2
Psittaciform 1 orthobornavirus,Guaruba guarouba,2
Psittaciform 1 orthobornavirus,Haliaeetus pelagicus,1
Psittaciform 1 orthobornavirus,Larus schistisagus,1
Psittaciform 1 orthobornavirus,Mareca penelope,6
Psittaciform 1 orthobornavirus,Melopsittacus undulatus,10
Psittaciform 1 orthobornavirus,Myiopsitta monachus,3
Psittaciform 1 orthobornavirus,Neophema splendida,1
Psittaciform 1 orthobornavirus,Nestor notabilis,2
Psittaciform 1 orthobornavirus,Nymphicus hollandicus,4
Psittaciform 1 orthobornavirus,Phasianinae,1
Psittaciform 1 orthobornavirus,Pionites,1
Psittaciform 1 orthobornavirus,Pionites melanocephalus,1
Psittaciform 1 orthobornavirus,Pionus fuscus,2
Psittaciform 1 orthobornavirus,Pionus maximiliani,4
Psittaciform 1 orthobornavirus,Pionus menstruus,2
Psittaciform 1 orthobornavirus,Poicephalus gulielmi,5
Psittaciform 1 orthobornavirus,Poicephalus robustus,1
Psittaciform 1 orthobornavirus,Poicephalus rueppellii,4
Psittaciform 1 orthobornavirus,Poicephalus rufiventris,1
Psittaciform 1 orthobornavirus,Poicephalus senegalus,6
Psittaciform 1 orthobornavirus,Primolius auricollis,1
Psittaciform 1 orthobornavirus,Primolius couloni,1
Psittaciform 1 orthobornavirus,Primolius maracana,1
Psittaciform 1 orthobornavirus,Probosciger aterrimus,3
Psittaciform 1 orthobornavirus,Psephotellus varius,1
Psittaciform 1 orthobornavirus,Psittacara erythrogenys,3
Psittaciform 1 orthobornavirus,Psittacara wagleri,1
Psittaciform 1 orthobornavirus,Psittacidae,1
Psittaciform 1 orthobornavirus,Psittaciformes,1
Psittaciform 1 orthobornavirus,Psittacula alexandri,1
Psittaciform 1 orthobornavirus,Psittacula cyanocephala,1
Psittaciform 1 orthobornavirus,Psittacula eupatria,1
Psittaciform 1 orthobornavirus,Psittacula himalayana,1
Psittaciform 1 orthobornavirus,Psittacula krameri,1
Psittaciform 1 orthobornavirus,Psittacus erithacus,44
Psittaciform 1 orthobornavirus,Pyrrhura griseipectus,1
Psittaciform 1 orthobornavirus,Pyrrhura molinae,3
Psittaciform 1 orthobornavirus,Tanygnathus lucionensis,1
Psittaciform 2 orthobornavirus,Ara ararauna,3
Psittaciform 2 orthobornavirus,Cacatua,1
Psittaciform 2 orthobornavirus,Cacatuidae,1
Psittaciform 2 orthobornavirus,Eclectus roratus,6
Psittaciform 2 orthobornavirus,Probosciger aterrimus,4
Psittaciform 2 orthobornavirus,Psittacus erithacus,1
Psittacine adenovirus 2,Cyanoramphus novaezelandiae,1
Psittacine adenovirus 2,Melopsittacus undulatus,2
Psittacine adenovirus 2,Neophema splendida,2
Psittacine adenovirus 2,Nymphicus hollandicus,1
Psittacine adenovirus 2,Platycercus eximius,2
Psittacine adenovirus 2,Psittacus erithacus,1
Psittacine atadenovirus A,Amazona farinosa,2
Psittacine atadenovirus A,Psittacara leucophthalmus,1
Psittacine aviadenovirus B,Poicephalus rufiventris,2
Psittacine aviadenovirus C,Poicephalus gulielmi,1
Psittacine aviadenovirus C,Poicephalus senegalus,2
Psittacine aviadenovirus C,Psittacula alexandri,2
Psittacine aviadenovirus C,Trichoglossus haematodus,1
Psittacine chaphamaparvovirus 1,Psittacara leucophthalmus,1
Psittacine chaphamaparvovirus 2,Ninox boobook,1
Psittacine orthoreovirus AGPReo1983,Psittacus erithacus,1
Psittacine orthoreovirus SRK/Germany/2007,Melopsittacus undulatus,2
Psittacine orthoreovirus SRK/Germany/2007,Platycercus eximius,4
Psittacine siadenovirus 1,Aratinga solstitialis,1
Psittacine siadenovirus C,Melopsittacus undulatus,1
Psittacine siadenovirus D,Nymphicus hollandicus,1
Psittacine siadenovirus F,Neophema chrysogaster,1
Psocodean peribunya-related virus OKIAV212,Amphipsocus japonicus,1
Psocodean phenui-related virus OKIAV301,Peripsocus phaeopterus,1
Psocopteran jingmen-related virus,Heterocaecilius solocipennis,2
Psorophora flavivirus,Psorophora,1
Psouhdivirus caenivivens,activated sludge metagenome,1
