,Taxonomy,Collection_Date,Cumulative_Count,Count
60137,Amazon lily mild mottle virus,2019.0,5,4
60138,Indian citrus ringspot virus,2019.0,20,13
60139,Indiana vesiculovirus,2019.0,265,35
60140,Chicken picobirnavirus,2019.0,65,1
60141,Shigella phage SSE1,2019.0,266,266
60142,Citrobacter phage IME-JL8,2019.0,80,80
60143,Garlic common latent virus,2019.0,311,3
60144,Chicken proventriculitis-associated circular virus 1,2019.0,2,2
60145,Shibuyunji virus,2019.0,23,19
60146,Benyviridae,2019.0,1253,59
60147,Hoya tobamovirus 2,2019.0,4,2
60148,Hot pepper alphaendornavirus,2019.0,6,1
60149,Alphaflexiviridae,2019.0,8718,192
60150,Human betaherpesvirus 5,2019.0,52905,1777
60151,Chicken megrivirus,2019.0,24,7
60152,Huangpi orthonairovirus,2019.0,28,12
60153,Garlic virus A,2019.0,596,11
60154,Ilzatvirus,2019.0,5641,1191
60155,Mayapan virus,2019.0,5,2
60156,Iflavirus IricIV-3,2019.0,1,1
60157,Mamastrovirus,2019.0,6264,144
60158,Iflavirus sp.,2019.0,12,1
60159,Vequintavirus,2019.0,6042,1562
60160,Botrytis cinerea hypovirulence-associated DNA virus 1,2019.0,4,4
60161,Iftin tick virus,2019.0,3,1
60162,Hubei lepidoptera virus 3,2019.0,30,10
60163,Actinidia chlorotic ringspot-associated emaravirus,2019.0,66,25
60164,Ilarvirus,2019.0,1839,199
60165,Alphainfluenzavirus,2019.0,971415,90880
60166,Brazilian porcupinepox virus,2019.0,1,1
60167,Brazilian porcupinepox virus 1,2019.0,131,131
60168,Goatpox virus,2019.0,755,7
60169,Iltovirus,2019.0,3193,675
60170,Human astrovirus,2019.0,1537,12
60171,Amigovirus,2019.0,1139,86
60172,Human associated gemykibivirus 2,2019.0,1,1
60173,Infectious pancreatic necrosis virus,2019.0,922,35
60174,Human betaherpesvirus 6,2019.0,2504,5
60175,Human betaherpesvirus 6B,2019.0,1988,100
60176,Vibrio phage HH109,2019.0,1,1
60177,Gammaretrovirus,2019.0,1449,46
60178,Infectious spleen and kidney necrosis virus,2019.0,2792,138
60179,Salmonella phage PRF-SP5,2019.0,49,49
60180,Hop yellow virus,2019.0,8,4
60181,Salmonella phage PRF-SP4,2019.0,49,49
60182,Rotavirus,2019.0,94468,1499
60183,Alphaendornavirus,2019.0,197,7
60184,Brevihamaparvovirus,2019.0,65,3
60185,Porcine teschovirus 23,2019.0,1,1
60186,Human mastadenovirus E,2019.0,3829,683
60187,Hollyhock yellow vein virus,2019.0,18,6
60188,Ampelovirus,2019.0,4386,53
60189,Human betaherpesvirus 7,2019.0,7,5
60190,Salmonella phage PRF-SP3,2019.0,49,49
60191,Malus domestica virus A,2019.0,30,20
60192,Bendigovirus,2019.0,379,126
60193,Salmonella phage NBSal006,2019.0,65,65
60194,Salmonella phage NBSal007,2019.0,57,57
60195,Porcine torovirus,2019.0,330,15
60196,Goodmanvirus,2019.0,494,188
60197,Abdera bunya-like virus,2019.0,1,1
60198,Human mastadenovirus F,2019.0,2578,91
60199,Mayoviridae,2019.0,175,34
60200,Amnoonviridae,2019.0,343,43
60201,Amomum potyvirus A,2019.0,1,1
60202,Poxviridae,2019.0,99579,1938
60203,Poxviridae sp.,2019.0,14,5
60204,Horsegram yellow mosaic virus,2019.0,93,52
60205,Goose astrovirus,2019.0,173,58
60206,Citrus chlorotic dwarf associated virus,2019.0,120,22
60207,Salmonella phage PRF-SP1,2019.0,49,49
60208,Hosta virus X,2019.0,37,5
60209,Iflavirus IricIV-2,2019.0,1,1
60210,Benyvirus,2019.0,1073,53
60211,Matsumuraeses phaseoli granulovirus,2019.0,128,128
60212,Hygrophorus penarioides endornavirus 1,2019.0,1,1
60213,Hygrophorus penarioides partitivirus 1,2019.0,2,2
60214,Bovine respirovirus 3,2019.0,485,9
60215,Gilsonvirus,2019.0,2547,932
60216,Rotavirus C,2019.0,4185,11
60217,Mamastrovirus 13,2019.0,17,1
60218,Human alphaherpesvirus 1,2019.0,5099,1
60219,Hyphantria cunea nucleopolyhedrovirus,2019.0,294,148
60220,Geminiviridae,2019.0,66654,5689
60221,Shigella virus Moo19,2019.0,86,86
60222,Salmon isavirus,2019.0,999,18
60223,Hypoviridae,2019.0,826,12
60224,Potato aucuba mosaic virus,2019.0,63,10
60225,Bopivirus sp.,2019.0,14,4
60226,Alphamesonivirus sp.,2019.0,18,18
60227,Berlinvirus,2019.0,625,106
60228,Potato leafroll virus,2019.0,649,4
60229,Gillianvirus,2019.0,418,105
60230,Mamastrovirus 3,2019.0,1002,9
60231,Betacoronavirus Erinaceus,2019.0,126,59
60232,Bovine papular stomatitis virus,2019.0,443,1
60233,Alphanudivirus,2019.0,1700,136
60234,Powassan virus,2019.0,109,13
60235,Gilesvirus,2019.0,1329,156
60236,Alphanucleorhabdovirus,2019.0,138,6
60237,Rotavirus G,2019.0,148,12
60238,Circoviridae sp.,2019.0,749,9
60239,Mamastrovirus 22,2019.0,24,12
60240,Borna disease virus,2019.0,28,12
60241,Bernalvirus,2019.0,557,59
60242,Gemycircularvirus,2019.0,738,42
60243,Circovirus,2019.0,15916,668
60244,Geminiviridae sp.,2019.0,23,5
60245,Hypovirus,2019.0,784,12
60246,Bopivirus A,2019.0,8,1
60247,Garlic virus X,2019.0,383,6
60248,Acinetobacter virus Konradin,2019.0,498,498
60249,Alphamesonivirus,2019.0,376,31
60250,Bopivirus,2019.0,22,5
60251,Garlic virus D,2019.0,712,28
60252,Bonnellvirus,2019.0,583,54
60253,Ackermannviridae sp.,2019.0,2049,86
60254,Rotavirus A,2019.0,85426,1380
60255,Iflavirus,2019.0,3750,88
60256,Posavirus 1,2019.0,33,3
60257,Garlic virus C,2019.0,193,4
60258,Acadianvirus,2019.0,1256,98
60259,Citrivirus,2019.0,325,37
60260,Posavirus,2019.0,98,4
60261,Iflavirus HdromIV,2019.0,2,1
60262,Matonaviridae,2019.0,2821,458
60263,Garlic virus B,2019.0,397,13
60264,Glossina morsitans morsitans negevirus,2019.0,2,2
60265,Potato virus A,2019.0,91,1
60266,Acanthamoeba castellanii medusavirus,2019.0,429,429
60267,Glossina morsitans morsitans iflavirus,2019.0,1,1
60268,Ichthyic parvovirus,2019.0,6,6
60269,Bovine torovirus,2019.0,147,5
60270,Citlodavirus,2019.0,138,22
60271,Mastrevirus,2019.0,7719,644
60272,Salmon pancreas disease virus,2019.0,366,136
60273,Human alphaherpesvirus 3,2019.0,18185,15
60274,Alphamesonivirus 1,2019.0,213,13
60275,Idaeovirus,2019.0,158,30
60276,Potamipivirus,2019.0,15,1
60277,Amdoparvovirus,2019.0,2136,74
60278,Bovispumavirus,2019.0,133,30
60279,Mamastrovirus 1,2019.0,2031,43
60280,Iflaviridae,2019.0,4029,93
60281,Human metapneumovirus,2019.0,6839,237
60282,Posavirus 3,2019.0,5,1
60283,Ackermannviridae,2019.0,24882,86
60284,Wilde virus-3,2019.0,1,1
60285,Cacao swollen shoot CD virus,2019.0,46,11
60286,Gordonia Phage Barsten,2019.0,176,176
60287,Rhizoctonia solani mitovirus 58,2019.0,1,1
60288,Libanvirus sp.,2019.0,249,249
60289,Libanvirus,2019.0,1133,249
60290,Rhizoctonia solani mitovirus 57,2019.0,1,1
60291,Xipapillomavirus 1,2019.0,120,9
60292,Grapevine Kizil Sapak virus,2019.0,55,5
60293,Rhizoctonia solani mitovirus 56,2019.0,1,1
60294,Rabbit hemorrhagic disease virus,2019.0,2215,136
60295,Klebsiella phage vB_Kpn_P545,2019.0,287,287
60296,Grapevine Pinot gris virus,2019.0,1101,107
60297,Rhizoctonia solani mitovirus 55,2019.0,1,1
60298,Rhizoctonia solani mitovirus 54,2019.0,1,1
60299,Rhizoctonia solani mitovirus 53,2019.0,1,1
60300,Rhizoctonia solani mitovirus 52,2019.0,1,1
60301,Scleroulivirus,2019.0,9,1
60302,Grapevine Roditis leaf discoloration-associated virus,2019.0,38,4
60303,Rhizoctonia solani mitovirus 51,2019.0,1,1
60304,Rhizoctonia solani mitovirus 50,2019.0,1,1
60305,Xipapillomavirus,2019.0,214,16
60306,Wenzhou sobemo-like virus 4,2019.0,36,6
60307,Caudovirales sp.,2019.0,40490,2304
60308,Lichen RNA virus 1,2019.0,3,3
60309,Rhizoctonia solani mitovirus 59,2019.0,1,1
60310,Rhizoctonia solani mitovirus 60,2019.0,1,1
60311,Lichen partiti-like RNA virus 1,2019.0,4,4
60312,Lily mottle virus,2019.0,98,1
60313,Quang Binh virus,2019.0,207,2
60314,Caulimoviridae,2019.0,4890,296
60315,Rhizoctonia solani mitovirus 69,2019.0,1,1
60316,Rhizoctonia solani mitovirus 68,2019.0,1,1
60317,Rhizoctonia solani mitovirus 67,2019.0,1,1
60318,Rhizoctonia solani mitovirus 66,2019.0,1,1
60319,Likavirus,2019.0,4316,512
60320,Rhizoctonia solani mitovirus 65,2019.0,1,1
60321,Rhizoctonia solani mitovirus 64,2019.0,1,1
60322,Catharanthus mosaic virus,2019.0,11,1
60323,Rhizoctonia solani mitovirus 63,2019.0,1,1
60324,Lihan uukuvirus,2019.0,48,20
60325,Ligustrum virus A,2019.0,38,12
60326,Rabbit astrovirus,2019.0,7,7
60327,Liefievirus,2019.0,3072,64
60328,Cauliflower mosaic virus,2019.0,331,2
60329,Rhizoctonia solani mitovirus 62,2019.0,1,1
60330,Rhizoctonia solani mitovirus 61,2019.0,1,1
60331,Rabbit coronavirus,2019.0,10,2
60332,Lichen partiti-like RNA virus sp.,2019.0,10,10
60333,Lichen partiti-like RNA virus 2,2019.0,2,2
60334,Quhwahvirus,2019.0,1375,456
60335,Rhizoctonia solani mitovirus 49,2019.0,1,1
60336,Grapevine Syrah virus 1,2019.0,124,1
60337,Rhizoctonia solani mitovirus 48,2019.0,1,1
60338,Rhizoctonia solani mitovirus 103,2019.0,1,1
60339,Rhizoctonia solani mitovirus 102,2019.0,1,1
60340,Grapevine fanleaf virus,2019.0,519,6
60341,Gyrovirus galga1,2019.0,196,15
60342,Rhizoctonia solani mitovirus 101,2019.0,1,1
60343,Rhizoctonia solani mitovirus 100,2019.0,1,1
60344,Alcaligenes phage Piluca,2019.0,49,49
60345,Grapevine fleck virus,2019.0,141,25
60346,Koala retrovirus,2019.0,583,34
60347,Grapevine geminivirus A,2019.0,214,54
60348,Rhizoctonia solani mitovirus 104,2019.0,1,1
60349,Gyrovirus,2019.0,2309,235
60350,Grapevine geminivirus A defective DNA,2019.0,31,20
60351,Gyromitra esculenta partitivirus 1,2019.0,2,2
60352,Rhizoctonia solani dsRNA virus 21,2019.0,1,1
60353,Akabane orthobunyavirus,2019.0,531,4
60354,Rhizoctonia solani dsRNA virus 20,2019.0,1,1
60355,Kobuvirus,2019.0,3143,115
60356,Rhizoctonia solani dsRNA virus 2,2019.0,8,2
60357,Canine astrovirus,2019.0,197,33
60358,Leporid gammaherpesvirus 5,2019.0,10,3
60359,Gustavvirus,2019.0,390,64
60360,Akonivirus,2019.0,661,439
60361,Rhizoctonia solani mitovirus 70,2019.0,1,1
60362,Rhizoctonia solani mitovirus 105,2019.0,1,1
60363,Rhizoctonia solani mitovirus 42,2019.0,2,1
60364,Cat associated lyon-IARC polyomavirus,2019.0,5,5
60365,Grapevine associated jivivirus 1,2019.0,11,4
60366,Rhizoctonia solani mitovirus 47,2019.0,1,1
60367,Rhizoctonia solani mitovirus 46,2019.0,1,1
60368,Cassava common mosaic virus,2019.0,74,15
60369,Rabies lyssavirus,2019.0,25543,197
60370,Grapevine asteroid mosaic associated virus,2019.0,60,11
60371,Grapevine begomovirus A,2019.0,7,7
60372,Gyrovirus homsa1,2019.0,21,6
60373,Lettuce necrotic leaf curl virus,2019.0,9,3
60374,Rhizoctonia solani mitovirus 41,2019.0,2,1
60375,Grapevine enamovirus 1,2019.0,27,5
60376,Klebsiella virus KpCHEMY26,2019.0,162,162
60377,Klebsiella virus KpV2811,2019.0,156,156
60378,Alexandroupolis virga-like virus,2019.0,4,4
60379,Lettuce chlorosis virus,2019.0,133,9
60380,Bingvirus,2019.0,713,279
60381,Grapevine fabavirus,2019.0,77,11
60382,Klebsiella virus KpV2883,2019.0,53,53
60383,Rhizoctonia solani mitovirus 44,2019.0,1,1
60384,Carrot virus Y,2019.0,6,1
60385,Rhizoctonia solani mitovirus 43,2019.0,2,1
60386,Rhizoctonia solani mitovirus 45,2019.0,1,1
60387,Scutavirus,2019.0,894,1
60388,Liman tick virus,2019.0,8,1
60389,Rhizoctonia solani mitovirus 71,2019.0,1,1
60390,Rhizoctonia solani narnavirus 11,2019.0,1,1
60391,Betaretrovirus,2019.0,384,23
60392,Lumpy skin disease virus,2019.0,4967,611
60393,Rhizoctonia solani narnavirus 10,2019.0,1,1
60394,Rhizoctonia solani narnavirus 1,2019.0,1,1
60395,Betasatellite,2019.0,1312,61
60396,Aeromonas phage PVN02,2019.0,64,64
60397,Yangvirus,2019.0,759,623
60398,Klebsiella phage 066121,2019.0,51,51
60399,Cell fusing agent virus,2019.0,177,24
60400,Klebsiella phage 066044,2019.0,46,46
60401,Klebsiella phage 066134,2019.0,49,49
60402,Luffa aphid-borne yellows virus,2019.0,51,1
60403,Klebsiella phage Geezett,2019.0,79,79
60404,Betterkatzvirus,2019.0,822,75
60405,Rhizoctonia solani mitovirus 98,2019.0,1,1
60406,Rhizoctonia solani mitovirus 97,2019.0,1,1
60407,Rhizoctonia solani mitovirus 96,2019.0,1,1
60408,Rhizoctonia solani mitovirus 95,2019.0,1,1
60409,Klebsiella phage KPP-5,2019.0,40,40
60410,Rhizoctonia solani mitovirus 94,2019.0,1,1
60411,Puumala orthohantavirus,2019.0,2294,198
60412,Rhizoctonia solani mitovirus 99,2019.0,1,1
60413,Rhizoctonia solani mitovirus 93,2019.0,1,1
60414,Secoviridae,2019.0,2636,97
60415,Secretariatvirus,2019.0,256,168
60416,Klebsiella phage 066024,2019.0,50,50
60417,Klebsiella phage 066025,2019.0,51,51
60418,Klebsiella phage 066026,2019.0,50,50
60419,Gordonia phage YorkOnyx,2019.0,168,168
60420,Klebsiella phage 066027,2019.0,49,49
60421,Pteridovirus,2019.0,17,4
60422,Klebsiella phage 066028,2019.0,50,50
60423,Aeromonas phage AP1,2019.0,455,455
60424,Pteris mastrevirus A,2019.0,3,3
60425,Gordonia phage ZiggyZoo,2019.0,80,80
60426,Rhizoctonia solani narnavirus 12,2019.0,1,1
60427,Rhizoctonia solani narnavirus 17,2019.0,1,1
60428,Luteoviridae,2019.0,425,20
60429,Betapolyomavirus,2019.0,3875,81
60430,Klebsiella phage 066031,2019.0,49,49
60431,Klebsiella phage 066032,2019.0,49,49
60432,Klebsiella phage 066036,2019.0,51,51
60433,Klebsiella phage 066037,2019.0,50,50
60434,Rhizoctonia solani narnavirus 16,2019.0,1,1
60435,Rhizoctonia solani narnavirus 15,2019.0,1,1
60436,Rhizoctonia solani narnavirus 14,2019.0,1,1
60437,Rhizoctonia solani narnavirus 13,2019.0,1,1
60438,Luteoviridae sp.,2019.0,8,8
60439,Rhizoctonia solani dsRNA virus 19,2019.0,2,1
60440,Gordonia virus John316,2019.0,218,218
60441,Klebsiella phage KpGranit,2019.0,160,160
60442,Gordonvirus,2019.0,2072,281
60443,Litunavirus,2019.0,1166,276
60444,Little cherry virus 2,2019.0,94,2
60445,Gorganvirus,2019.0,275,93
60446,Klebsiella phage VLC5,2019.0,58,58
60447,Little cherry virus 1,2019.0,307,34
60448,Cavemovirus,2019.0,19,3
60449,Bidensovirus,2019.0,14,5
60450,Klebsiella phage VLC6,2019.0,58,58
60451,Klebsiella phage pJN2-26,2019.0,129,129
60452,Rhizoctonia solani mitovirus 80,2019.0,1,1
60453,Rhizoctonia solani mitovirus 79,2019.0,1,1
60454,Bidnaviridae,2019.0,19,5
60455,Rhizoctonia solani mitovirus 78,2019.0,1,1
60456,Caulimovirus,2019.0,614,52
60457,Limnipivirus,2019.0,52,1
60458,Rhizoctonia solani mitovirus 77,2019.0,1,1
60459,Rhizoctonia solani mitovirus 76,2019.0,1,1
60460,Rhizoctonia solani mitovirus 75,2019.0,1,1
60461,Rhizoctonia solani mitovirus 74,2019.0,1,1
60462,Rhizoctonia solani mitovirus 73,2019.0,1,1
60463,Rhizoctonia solani mitovirus 72,2019.0,1,1
60464,Lispiviridae,2019.0,146,4
60465,Rhizoctonia solani mitovirus 92,2019.0,1,1
60466,Klebsiella phage Solomon,2019.0,82,82
60467,Pythion sobemo-like virus,2019.0,2,2
60468,Gordonia virus OhMyWard,2019.0,172,172
60469,Rhizoctonia solani mitovirus 91,2019.0,1,1
60470,Rhizoctonia solani mitovirus 90,2019.0,1,1
60471,Rhizoctonia solani mitovirus 89,2019.0,1,1
60472,Rhizoctonia solani mitovirus 88,2019.0,1,1
60473,Pylasvirus,2019.0,346,162
60474,Rhizoctonia solani mitovirus 87,2019.0,1,1
60475,Rhizoctonia solani mitovirus 86,2019.0,1,1
60476,Klebsiella phage MEW1,2019.0,67,67
60477,Bhendi yellow vein mosaic betasatellite,2019.0,57,1
60478,Lizard atadenovirus B,2019.0,66,33
60479,Gordonia virus Secretariat,2019.0,168,168
60480,Klebsiella phage Metamorpho,2019.0,287,287
60481,Rhizoctonia solani mitovirus 85,2019.0,1,1
60482,Rhizoctonia solani mitovirus 84,2019.0,1,1
60483,Rhizoctonia solani mitovirus 83,2019.0,1,1
60484,Lonestar tick totivirus,2019.0,3,1
60485,Klebsiella phage P509,2019.0,50,50
60486,Rhizoctonia solani mitovirus 82,2019.0,1,1
60487,Rhizoctonia solani mitovirus 81,2019.0,1,1
60488,Ceceduovirus,2019.0,455,455
60489,Wenzhou mammarenavirus,2019.0,83,2
60490,Klebsiella phage MMBB,2019.0,78,78
60491,Rhizoctonia solani dsRNA virus 18,2019.0,3,1
60492,Kobuvirus sp.,2019.0,98,1
60493,Rhizoctonia solani dsRNA virus 17,2019.0,3,1
60494,Carnivore bocaparvovirus 4,2019.0,33,4
60495,Grapevine virus T,2019.0,184,6
60496,Black currant nucleorhabdovirus 1,2019.0,12,6
60497,Grapevine-associated ourmia-like virus 5,2019.0,1,1
60498,Carnivore bocaparvovirus 3,2019.0,134,16
60499,Whispovirus,2019.0,8693,156
60500,Scadoxus chlorotic ringspot virus,2019.0,5,5
60501,Reticuloendotheliosis virus,2019.0,197,12
60502,Lanka hantavirus,2019.0,15,12
60503,Red panda associated partiti-like virus,2019.0,3,3
60504,Grapevine virus L,2019.0,109,13
60505,Black mulberry idaeovirus,2019.0,41,22
60506,Red panda associated partitivirus,2019.0,4,3
60507,Red panda associated picobirnavirus,2019.0,1,1
60508,White clover mosaic virus,2019.0,81,8
60509,Red panda circovirus 4,2019.0,3,3
60510,White dead nettle mosaic virus,2019.0,1,1
60511,Red panda dicistro-like virus,2019.0,6,6
60512,Respirovirus,2019.0,7251,179
60513,Red panda feces-associated Iflaviridae,2019.0,1,1
60514,Red panda feces-associated circular DNA virus 13,2019.0,2,2
60515,Red panda feces-associated circular DNA virus 14,2019.0,2,2
60516,Scale drop disease virus,2019.0,540,139
60517,Red panda feces-associated circular DNA virus 15,2019.0,2,2
60518,Grapevine-associated partitivirus 3,2019.0,1,1
60519,Grapevine virus I,2019.0,68,1
60520,Lederbergvirus,2019.0,1894,68
60521,Bitter gourd yellow mosaic virus,2019.0,23,7
60522,Rat astrovirus,2019.0,354,9
60523,Capsicum chlorosis orthotospovirus,2019.0,109,1
60524,Grapevine virus B,2019.0,358,5
60525,Rhabdoviridae sp.,2019.0,200,49
60526,Bitter gourd yellow vein virus,2019.0,47,1
60527,Rhabdoviridae,2019.0,38863,493
60528,Lazarusvirus,2019.0,4479,498
60529,Wheat streak mosaic virus,2019.0,161,44
60530,Carnivore bocaparvovirus 5,2019.0,20,8
60531,Capulavirus,2019.0,1224,162
60532,Bixzunavirus,2019.0,36540,2093
60533,Biya River virus,2019.0,1,1
60534,Rat picobirnavirus,2019.0,49,9
60535,Carnivore dependoparvovirus 1,2019.0,4,4
60536,Carnivore chapparvovirus 1,2019.0,8,2
60537,Grapevine virus H,2019.0,94,1
60538,Carnivore chaphamaparvovirus 1,2019.0,7,7
60539,Lassa mammarenavirus,2019.0,3414,8
60540,Retroviridae,2019.0,1084250,15571
60541,Grapevine-associated partitivirus 4,2019.0,1,1
60542,Retroviridae sp.,2019.0,7,4
60543,Grapevine virus A,2019.0,717,1
60544,Red panda feces-associated circular DNA virus 16,2019.0,2,2
60545,Red panda feces-associated circular DNA virus 17,2019.0,3,3
60546,Lake Sinai virus 3,2019.0,149,24
60547,Sclerotimonavirus,2019.0,43,5
60548,Lake Sinai virus 2,2019.0,77,24
60549,Cardiovirus,2019.0,882,1
60550,Redondoviridae,2019.0,28,15
60551,Redondoviridae sp.,2019.0,15,15
60552,Lake Sinai virus,2019.0,285,6
60553,Carnivore amdoparvovirus 5,2019.0,21,15
60554,Schitoviridae,2019.0,13266,1080
60555,Reoviridae,2019.0,120769,2050
60556,Reoviridae sp.,2019.0,855,1
60557,Redspotted grouper nervous necrosis virus,2019.0,430,3
60558,Schubertvirus,2019.0,225,58
60559,Renna virus,2019.0,4,1
60560,Carnivore amdoparvovirus 1,2019.0,1923,59
60561,Wilnyevirus,2019.0,1111,461
60562,Lagovirus,2019.0,2448,136
60563,Carnation Italian ringspot virus,2019.0,11,5
60564,Wilde virus-1,2019.0,1,1
60565,Carlavirus,2019.0,4667,206
60566,Wilde virus-2,2019.0,1,1
60567,Schmallenberg orthobunyavirus,2019.0,492,16
60568,Cardiovirus A,2019.0,72,1
60569,Lambdavirus,2019.0,325,1
60570,Lake Sinai virus 4,2019.0,89,16
60571,Lake Sinai virus 8,2019.0,52,24
60572,Red panda feces-associated circular DNA virus 18,2019.0,4,4
60573,Red panda feces-associated circular DNA virus 19,2019.0,4,4
60574,Rerduovirus,2019.0,2890,126
60575,Reptilian ferlavirus,2019.0,101,3
60576,Red panda feces-associated circular DNA virus 2,2019.0,2,2
60577,Red panda feces-associated circular DNA virus 20,2019.0,2,2
60578,White spot syndrome virus,2019.0,8457,156
60579,Red panda feces-associated circular DNA virus 21,2019.0,2,2
60580,Wolvfec circovius,2019.0,6,2
60581,Red panda feces-associated circular DNA virus 22,2019.0,2,2
60582,Wizardvirus,2019.0,3958,742
60583,Schiekvirus,2019.0,1729,193
60584,Red panda feces-associated circular DNA virus 5,2019.0,2,2
60585,Red panda feces-associated circular DNA virus 8,2019.0,2,2
60586,Red panda feces-associated crucivirus,2019.0,7,7
60587,Ageratum enation virus,2019.0,250,4
60588,Red panda feces-associated gammacarmovirus,2019.0,6,6
60589,Red panda feces-associated gemycircularvirus,2019.0,54,20
60590,Red panda feces-associated genomovirus,2019.0,16,6
60591,Red panda picorna-like virus,2019.0,7,7
60592,Black queen cell virus,2019.0,826,43
60593,Lamb kirkovirus,2019.0,3,3
60594,Red panda feces-associated circular DNA virus 3,2019.0,2,2
60595,Klebsiella phage 066023,2019.0,50,50
60596,Agapanthus virus A,2019.0,6,6
60597,Capripoxvirus,2019.0,7072,634
60598,Xanthi narna-like virus,2019.0,1,1
60599,Xanthi chryso-like virus,2019.0,4,4
60600,Citrus tristeza virus,2019.0,4899,398
60601,Aichivirus C,2019.0,1229,4
60602,African swine fever virus,2019.0,28876,4425
60603,Kosakonia virus Kc318,2019.0,45,45
60604,Rhizoctonia oryzae-sativae partitivirus 5,2019.0,2,2
60605,Rhizoctonia oryzae-sativae partitivirus 4,2019.0,2,2
60606,Agapanthus carlavirus B,2019.0,6,6
60607,Agapanthus tungrovirus,2019.0,40,40
60608,Xanthi partiti-like virus,2019.0,2,2
60609,Kostyavirus,2019.0,17624,138
60610,Grapevine partitivirus,2019.0,8,3
60611,Grapevine polerovirus 1,2019.0,21,2
60612,Sapelovirus,2019.0,488,10
60613,Krampusvirus,2019.0,1241,413
60614,Bluetongue virus,2019.0,9285,108
60615,Aichivirus B,2019.0,367,10
60616,Carp edema virus,2019.0,233,29
60617,Rhizoctonia oryzae-sativae partitivirus 3,2019.0,2,2
60618,Rhizoctonia oryzae-sativae partitivirus 2,2019.0,2,2
60619,Rhizoctonia oryzae-sativae partitivirus 1,2019.0,4,2
60620,Wuxiang virus,2019.0,189,112
60621,Sapelovirus A,2019.0,463,7
60622,Xanthi rhabdovirus,2019.0,1,1
60623,Xanthi tymo-likevirus,2019.0,1,1
60624,Kochikohdavirus,2019.0,2731,240
60625,Rhizoctonia solani dsRNA virus 16,2019.0,3,1
60626,Grapevine leafroll-associated virus 2,2019.0,627,50
60627,Ailurus fulgens astrovirus 1,2019.0,3,3
60628,Kokobera virus,2019.0,58,2
60629,Rhizoctonia solani dsRNA virus 15,2019.0,3,1
60630,Ailurivirus D,2019.0,1,1
60631,Ailurivirus C,2019.0,4,1
60632,Kolmioviridae,2019.0,1291,49
