,Species,Region,Count,Geographical_Region
46253,Sweet potato leaf curl virus,,2,Colombia
46254,Sweet potato leaf curl virus,,1,Cuba
46255,Sweet potato leaf curl virus,,2,Dominican Republic
46256,Sweet potato leaf curl virus,,1,Ecuador
46257,Sweet potato leaf curl virus,,2,Egypt
46258,Sweet potato leaf curl virus,,18,Greece
46259,Sweet potato leaf curl virus,,5,Guatemala
46260,Sweet potato leaf curl virus,,2,Hungary
46261,Sweet potato leaf curl virus,,27,India
46262,Sweet potato leaf curl virus,,3,Indonesia
46263,Sweet potato leaf curl virus,,3,Israel
46264,Sweet potato leaf curl virus,,6,Italy
46265,Sweet potato leaf curl virus,,8,Jamaica
46266,Sweet potato leaf curl virus,,18,Japan
46267,Sweet potato leaf curl virus,,19,Kenya
46268,Sweet potato leaf curl virus,,1,Malaysia
46269,Sweet potato leaf curl virus,,8,Mexico
46270,Sweet potato leaf curl virus,,1,Nicaragua
46271,Sweet potato leaf curl virus,,2,Panama
46272,Sweet potato leaf curl virus,,6,Paraguay
46273,Sweet potato leaf curl virus,,13,Peru
46274,Sweet potato leaf curl virus,,12,Portugal
46275,Sweet potato leaf curl virus,,7,Saint Vincent and the Grenadines
46276,Sweet potato leaf curl virus,,206,South Korea
46277,Sweet potato leaf curl virus,,208,Spain
46278,Sweet potato leaf curl virus,,12,Sudan
46279,Sweet potato leaf curl virus,,2,Tanzania
46280,Sweet potato leaf curl virus,,101,USA
46281,Sweet potato leaf curl virus,,5,Uganda
46282,Sweet potato leaf curl virus,,6,Venezuela
46283,Sweet potato leaf speckling virus,,4,Peru
46284,Sweet potato mild mottle virus,,5,Tanzania
46285,Sweet potato mild mottle virus,,36,Uganda
46286,Sweet potato mosaic virus,,12,Brazil
46287,Sweet potato mosaic virus,,16,South Africa
46288,Sweet potato mosaic virus,,36,Spain
46289,Sweet potato pakakuy virus,,1,Hungary
46290,Sweet potato pakakuy virus,,10,Peru
46291,Sweet potato symptomless virus 1,,11,Brazil
46292,Sweet potato symptomless virus 1,,41,China
46293,Sweet potato symptomless virus 1,,5,Kenya
46294,Sweet potato symptomless virus 1,,3,Peru
46295,Sweet potato symptomless virus 1,,5,South Korea
46296,Sweet potato symptomless virus 1,,20,Taiwan
46297,Sweet potato symptomless virus 1,,10,Tanzania
46298,Sweet potato symptomless virus 1,,5,USA
46299,Sweet potato symptomless virus 1,,5,Uruguay
46300,Sweet potato vein clearing virus,,20,Dominican Republic
46301,Sweet potato vein clearing virus,,9,Fiji
46302,Sweet potato vein clearing virus,,5,Guatemala
46303,Sweet potato vein clearing virus,,1,Jamaica
46304,Sweet potato vein clearing virus,,1,Kenya
46305,Sweet potato vein clearing virus,,1,Panama
46306,Sweet potato vein clearing virus,,1,Uganda
46307,Sweet potato vein mosaic virus,,16,China
46308,Sweet potato virus 2,,6,Australia
46309,Sweet potato virus 2,,7,China
46310,Sweet potato virus 2,,1,East Timor
46311,Sweet potato virus 2,,1,Hungary
46312,Sweet potato virus 2,,1,New Zealand
46313,Sweet potato virus 2,,1,Peru
46314,Sweet potato virus 2,,3,Portugal
46315,Sweet potato virus 2,,11,South Africa
46316,Sweet potato virus 2,,5,South Korea
46317,Sweet potato virus 2,,4,Spain
46318,Sweet potato virus 2,,15,USA
46319,Sweet potato virus 2,,1,Zambia
46320,Sweet potato virus B1,,1,USA
46321,Sweet potato virus B2,,1,USA
46322,Sweet potato virus B3,,1,USA
46323,Sweet potato virus C,,1,Argentina
46324,Sweet potato virus C,,15,Australia
46325,Sweet potato virus C,,2,Chile
46326,Sweet potato virus C,,22,China
46327,Sweet potato virus C,,4,East Timor
46328,Sweet potato virus C,,2,French Polynesia
46329,Sweet potato virus C,,2,Honduras
46330,Sweet potato virus C,,1,Hungary
46331,Sweet potato virus C,,1,Indonesia
46332,Sweet potato virus C,,1,Israel
46333,Sweet potato virus C,,8,Kenya
46334,Sweet potato virus C,,3,New Zealand
46335,Sweet potato virus C,,20,Peru
46336,Sweet potato virus C,,1,Portugal
46337,Sweet potato virus C,,41,South Africa
46338,Sweet potato virus C,,6,South Korea
46339,Sweet potato virus C,,3,Spain
46340,Sweet potato virus C,,5,USA
46341,Sweet potato virus C,,4,Uganda
46342,Sweet potato virus C,,1,Zimbabwe
46343,Sweet potato virus E,,1,South Korea
46344,Sweet potato virus F,,6,South Korea
46345,Sweet potato virus G,,13,Argentina
46346,Sweet potato virus G,,1,Brazil
46347,Sweet potato virus G,,1,Chile
46348,Sweet potato virus G,,112,China
46349,Sweet potato virus G,,1,East Timor
46350,Sweet potato virus G,,1,Egypt
46351,Sweet potato virus G,,2,French Polynesia
46352,Sweet potato virus G,,1,Hungary
46353,Sweet potato virus G,,1,Indonesia
46354,Sweet potato virus G,,1,Israel
46355,Sweet potato virus G,,1,Italy
46356,Sweet potato virus G,,1,Malaysia
46357,Sweet potato virus G,,2,New Zealand
46358,Sweet potato virus G,,1,Peru
46359,Sweet potato virus G,,37,South Africa
46360,Sweet potato virus G,,7,South Korea
46361,Sweet potato virus G,,2,Spain
46362,Sweet potato virus G,,3,Taiwan
46363,Sweet potato virus G,,4,USA
46364,Sweet potato virus G,,2,Zimbabwe
46365,Sweet potato virus Y,,1,Australia
46366,Sweet potato virus Y,,2,China
46367,Sweet potato virus Y,,1,Portugal
46368,Sweet potato virus Y,,1,South Africa
46369,Sweetbriar rose curly top-associated virus,,1,New Zealand
46370,Sweetwater Branch tibrovirus,,17,USA
46371,Swihdzovirus paludicola,,3,USA
46372,Swine acute diarrhea syndrome coronavirus,,468,China
46373,Swine acute diarrhea syndrome related coronavirus,,110,China
46374,Swine enteric alphacoronavirus,,7,China
46375,Swine parainfluenza virus 3,,12,USA
46376,Swine pasivirus SPaV1/US/17-50816IA60467-1/2001,,1,USA
46377,Swine picobirnavirus,,1,Brazil
46378,Swinepox virus,,4,Brazil
46379,Swinepox virus,,300,Germany
46380,Swinepox virus,,223,India
46381,Swinepox virus,,3,Japan
46382,Swinepox virus,,3,Russia
46383,Swinepox virus,,1,South Korea
46384,Swiper virus,,1,Australia
46385,Switchgrass mosaic virus,,62,USA
46386,Switchgrass mosaic-associated virus,,14,USA
46387,Switchgrass mosaic-associated virus 2,,1,USA
46388,Syconycteris australis gammaretrovirus,,3,Australia
46389,Sylvanvirus sp.,,851,USA
46390,Sylvia atricapilla herpesvirus,,2,Slovenia
46391,Symbiodinium +ssRNA virus TR74740 c13_g1_i1,,2,Australia
46392,Symbiodinium +ssRNA virus TR74740 c13_g1_i2,,1,Australia
46393,Symphalangus syndactylus lymphocryptovirus 1,,2,Germany
46394,Symphalangus syndactylus lymphocryptovirus 2,,2,Germany
46395,Symphodus melops betanodavirus,,3,Norway
46396,Symphodus melops betanodavirus,,4,Sweden
46397,Symphysodon discus adomavirus 1,,20,USA
46398,Synchytrium chytrid fungus MELD element,,5,USA
46399,Synechoccus phage S-SRP02,,47,Singapore
46400,Synechococcus T7-like virus S-TIP28,,65,Israel
46401,Synechococcus cyanophage,,44,USA
46402,Synechococcus phage ACG-2014h,,442,USA
46403,Synechococcus phage B23,,365,Canada
46404,Synechococcus phage B3,,370,Canada
46405,Synechococcus phage S-B05,,317,China
46406,Synechococcus phage S-B43,,291,China
46407,Synechococcus phage S-B64,,312,China
46408,Synechococcus phage S-B68,,229,China
46409,Synechococcus phage S-BM3,,1,United Kingdom
46410,Synechococcus phage S-BP3,,1,United Kingdom
46411,Synechococcus phage S-BnM1,,1,Norway
46412,Synechococcus phage S-CAM21,,1,USA
46413,Synechococcus phage S-CAM22,,428,Mexico
46414,Synechococcus phage S-CAM22,,642,USA
46415,Synechococcus phage S-CAM4,,951,USA
46416,Synechococcus phage S-CAM8,,259,Pacific Ocean
46417,Synechococcus phage S-CAM8,,211,USA
46418,Synechococcus phage S-CBM17,,1,USA
46419,Synechococcus phage S-CBM2,,1,USA
46420,Synechococcus phage S-CBM32,,1,USA
46421,Synechococcus phage S-CBM66,,1,USA
46422,Synechococcus phage S-CBM68,,1,USA
46423,Synechococcus phage S-CBM8,,1,USA
46424,Synechococcus phage S-CBS1,,86,USA
46425,Synechococcus phage S-CRM01,,594,USA
46426,Synechococcus phage S-E7,,216,China
46427,Synechococcus phage S-EIVl,,129,Canada
46428,Synechococcus phage S-H1,,64,China
46429,Synechococcus phage S-H25,,213,China
46430,Synechococcus phage S-H34,,246,China
46431,Synechococcus phage S-H35,,408,China
46432,Synechococcus phage S-H38,,211,China
46433,Synechococcus phage S-H68,,117,China
46434,Synechococcus phage S-H9-1,,229,China
46435,Synechococcus phage S-H9-2,,202,China
46436,Synechococcus phage S-LBS1,,52,France
46437,Synechococcus phage S-LKM3,,1,Israel
46438,Synechococcus phage S-MM1,,1,USA
46439,Synechococcus phage S-MM4,,1,USA
46440,Synechococcus phage S-MM5,,1,USA
46441,Synechococcus phage S-MbCM25,,215,USA
46442,Synechococcus phage S-N03,,247,China
46443,Synechococcus phage S-PWM1,,1,USA
46444,Synechococcus phage S-PWM3,,1,Mexico
46445,Synechococcus phage S-PWM3,,1,USA
46446,Synechococcus phage S-RIM2,,12266,USA
46447,Synechococcus phage S-RIMw,,1,USA
46448,Synechococcus phage S-RIMx,,1,USA
46449,Synechococcus phage S-RIMy,,1,USA
46450,Synechococcus phage S-RIMz,,1,USA
46451,Synechococcus phage S-RIP4,,1,USA
46452,Synechococcus phage S-RSM2,,5,Israel
46453,Synechococcus phage S-SBP1,,55,China
46454,Synechococcus phage S-SCSM1,,292,China
46455,Synechococcus phage S-SRM01,,353,Singapore
46456,Synechococcus phage S-SRP01,,56,Singapore
46457,Synechococcus phage S-WAM1,,443,USA
46458,Synechococcus phage S-WAM3,,1,USA
46459,Synechococcus phage S-WAM4,,1,USA
46460,Synechococcus phage S-WAM5,,1,USA
46461,Synechococcus phage S-WAM6,,1,USA
46462,Synechococcus phage S-WHM1,,4,USA
46463,Synechococcus phage SynMITS9220M01,,245,Pacific Ocean
46464,Synechococcus virus Bellamy,,538,USA
46465,Synechococcus virus S-ESS1,,104,China
46466,Synechococcus virus S-PRM1,,380,Singapore
46467,Synechococcus virus SB28,,110,China
46468,Synechococcus virus SCAM1,,1250,USA
46469,Synechococcus virus SCAM3,,239,Mexico
46470,Synechococcus virus SCAM3,,719,USA
46471,Synechococcus virus SCAM7,,1061,USA
46472,Synechococcus virus SCAM9,,914,USA
46473,Synechococcus virus SCBWM1,,356,USA
46474,Synechococcus virus SMbCM100,,420,USA
46475,Synechococcus virus SP4,,390,China
46476,Synechococcus virus SPM2,,488,United Kingdom
46477,Synechococcus virus SRIM12-01,,213,USA
46478,Synechococcus virus SRIM12-06,,215,USA
46479,Synechococcus virus SRIM12-08,,215,USA
46480,Synechococcus virus SRIM44,,2098,USA
46481,Synechococcus virus SRIM50,,527,USA
46482,Synechococcus virus SRIM8,,2436,USA
46483,Synechococcus virus SRIP1,,7,USA
46484,Synechococcus virus SRIP2,,3,USA
46485,Synechococcus virus ST4,,452,China
46486,Synechococcus virus STIM4,,470,Israel
46487,Synechococcus virus STIP37,,112,Israel
46488,Synechococcus virus SWAM2,,459,USA
46489,Synedrella leaf curl alphasatellite,,2,India
46490,Synedrella leaf curl virus,,4,Bangladesh
46491,Synedrella leaf curl virus,,77,China
46492,Synedrella leaf curl virus,,12,Nepal
46493,Synedrella leaf curl virus-[Portblair:Andaman],,6,India
46494,Synedrella yellow vein betasatellite,,1,India
46495,Synedrella yellow vein clearing virus,,13,India
46496,Syngnathid ichthamaparvovirus 1,,12,USA
46497,Synodus synodonvirus,,13,China
46498,Syrmaticus ellioti CRESS-DNA-virus sp.,,14,China
46499,Syrmaticus ellioti parvo-like hybrid virus,,2,China
46500,Syrmaticus reevesii CRESS-DNA-virus sp.,,11,China
46501,Syrmaticus reevesii Genomoviridae sp.,,10,China
46502,Syrmaticus reevesii Smacoviridae sp.,,1,China
46503,T'Ho virus,,2,Mexico
46504,T4-like phage sp.,,8,Israel
46505,T4virus environmental sample,,476,Russia
46506,T7-like bacteriophage Eptesicus fuscus/P1/IT/USA/2009,,1,USA
46507,TGP Carmovirus 3,,18,USA
46508,TGP Tombusvirid 1,,1,USA
46509,TGP Tombusvirus 1,,1,USA
46510,TM7 phage DolZOral124_53_65,,50,USA
46511,TTV-like mini virus,,15,China
46512,TTV-like mini virus,,42,France
46513,TTV-like mini virus,,1,Mexico
46514,TTV-like mini virus,,6,Netherlands
46515,TTV-like mini virus,,6313,Tanzania
46516,TTV-like mini virus,,6,USA
46517,TTV-like mini virus,,11,Viet Nam
46518,TYLCAxV-Sic2-[IT:Sic2/5:04],,6,Italy
46519,TYLCCNV-[Y322] satellite DNA beta,,2,China
46520,TYLCV/TYLCSV recombinant Ragusa/2004,,14,Italy
46521,Tabanus rufidens flavivirus,,5,Japan
46522,Tacaiuma orthobunyavirus,,16,Brazil
46523,Tacaribe mammarenavirus,,4,Mexico
46524,Tacaribe mammarenavirus,,8,Trinidad and Tobago
46525,Tacaribe mammarenavirus,,8,USA
46526,Taceavirus wenlingense,,6,China
46527,Tacheng Tick Virus 3,,4,China
46528,Tacheng Tick Virus 5,,4,China
46529,Tacheng Tick Virus 5,,2,Kazakhstan
46530,Tacheng Tick Virus 7,,12,China
46531,Tacheng arlivirus,,8,China
46532,Tacheng orthonairovirus,,48,China
46533,Tacheng orthonairovirus,,1,Kazakhstan
46534,Tacheng tick virus 8,,2,China
46535,Tacheng tick virus 8,,1,Turkey
46536,Tacheng uukuvirus,,43,China
46537,Tacheng uukuvirus,,4,Kazakhstan
46538,Tacheng uukuvirus,,8,Romania
46539,Tacheng uukuvirus,,1,Turkey
46540,Tadarida associated gemykibivirus 1,,2,Brazil
46541,Tadarida betaherpesvirus,,7,Brazil
46542,Tadarida brasiliensis associated circovirus 1,,4,Argentina
46543,Tadarida brasiliensis associated cyclovirus 1,,2,Argentina
46544,Tadarida brasiliensis associated dependoparvovirus,,2,Argentina
46545,Tadarida brasiliensis astrovirus,,1,Brazil
46546,Tadarida brasiliensis coronavirus,,7,Brazil
46547,Tadarida brasiliensis gemykibivirus 1,,2,Argentina
46548,Tadarida brasiliensis papillomavirus,,16,Brazil
46549,Tadarida brasiliensis papillomavirus 1,,7,Argentina
46550,Tadarida brasiliensis paramyxovirus,,4,Brazil
46551,Tadarida brasiliensis polyomavirus 1,,10,Brazil
46552,Tadarida brasiliensis polyomavirus 2,,10,Brazil
46553,Tadarida gammaherpesvirus,,4,Brazil
46554,Tadarida teniotis betaherpesvirus 1,,2,Spain
46555,Tadarida teniotis betaherpesvirus 2,,2,Spain
46556,Tadarida teniotis betaherpesvirus 3,,1,Spain
46557,Tadarida teniotis gammaherpesvirus 1,,1,Spain
46558,Tadpole virus 2,,95,USA
46559,Tahluvirus peladaptatum,,4,USA
46560,Tahyna orthobunyavirus,,10,Austria
46561,Tahyna orthobunyavirus,,21,China
46562,Tahyna orthobunyavirus,,56,Czech Republic
46563,Tahyna orthobunyavirus,,23,Czechoslovakia
46564,Tahyna orthobunyavirus,,4,France
46565,Tahyna orthobunyavirus,,10,Italy
46566,Tahyna orthobunyavirus,,4,Slovakia
46567,Tai Forest alphavirus,,4,Cote d'Ivoire
46568,Tai Forest coltivirus,,10,Cote d'Ivoire
46569,Tai Forest coronavirus,,1,Cote d'Ivoire
46570,Tai Forest ebolavirus,,38,Cote d'Ivoire
46571,Tai Forest hepadnavirus,,4,Cote d'Ivoire
46572,Tai Forest negevirus,,1,Cote d'Ivoire
46573,Tai Forest rhabdovirus,,1,Cote d'Ivoire
46574,Tai herbevirus,,7,Cote d'Ivoire
46575,Tailam jeilongvirus,,22,Hong Kong
46576,Tailam jeilongvirus,,2,Thailand
46577,Taishun Tick Virus,,50,China
46578,Taishun Tick Virus,,4,Russia
46579,Taiwan bat lyssavirus,,15,Taiwan
46580,Taiwanese macaque simian foamy virus,,5,Taiwan
46581,Taiyi bat virus,,5,China
46582,Takachi virus,,30,Japan
46583,Takaungu virus,,1,Kenya
46584,Takifugu rubripes RNA virus,,3,Japan
46585,Talaromyces marneffei partitivirus-1,,14,Hong Kong
46586,Tall oatgrass mosaic virus,,2,Czech Republic
46587,Tama virus,,2,Japan
46588,Tamana bat virus,,16,Trinidad and Tobago
46589,Tamanovirus pelenecus,,3,Japan
46590,Tamarillo fruit ring virus,,2,Rwanda
46591,Tamarillo leaf malformation virus,,31,Colombia
46592,Tamdy orthonairovirus,,4,Armenia
46593,Tamdy orthonairovirus,,4,Azerbaijan
46594,Tamdy orthonairovirus,,10,China
46595,Tamdy orthonairovirus,,7,Kyrgyzstan
46596,Tamdy orthonairovirus,,3,Saudi Arabia
46597,Tamdy orthonairovirus,,5,Turkey
46598,Tamdy orthonairovirus,,4,Uzbekistan
46599,Tamiami mammarenavirus,,14,USA
46600,Tamias striatus gammaherpesvirus 1,,2,USA
46601,Tamus red mosaic virus,,10,Italy
46602,Tanapox virus,,156,Kenya
46603,Tanapox virus,,155,Republic of the Congo
46604,Tanay virus,,24,China
46605,Tanay virus,,15,Philippines
46606,Tanga virus,,3,Tanzania
46607,Tanganya virus,,2,Guinea
46608,Tapajos virus,,7,Brazil
46609,Tapara phlebovirus,,8,Brazil
46610,Tapeworm tapwovirus,,10,China
46611,Taphozous melanopogon polyomavirus 1,,5,China
46612,Tapikevirus pelocola,,3,USA
46613,Tapir coronavirus 1044512-1,,10,Canada
46614,Tapirape pacuvirus,,6,Brazil
46615,Tarbeyev virus,,1,Antarctica
46616,Tarnsjo virus,,2,Sweden
46617,Taro bacilliform CH virus,,18,China
46618,Taro bacilliform CH virus,,13,Ethiopia
46619,Taro bacilliform CH virus,,9,Kenya
46620,Taro bacilliform CH virus,,12,Tanzania
46621,Taro bacilliform CH virus,,7,USA
46622,Taro bacilliform CH virus,,8,Uganda
46623,Taro bacilliform virus,,5,Australia
46624,Taro bacilliform virus,,10,Cook Islands
46625,Taro bacilliform virus,,8,Fiji
46626,Taro bacilliform virus,,1,French Polynesia
46627,Taro bacilliform virus,,2,Indonesia
46628,Taro bacilliform virus,,7,Kenya
46629,Taro bacilliform virus,,2,New Caledonia
46630,Taro bacilliform virus,,1,Niue
46631,Taro bacilliform virus,,2,Palau
46632,Taro bacilliform virus,,10,Papua New Guinea
46633,Taro bacilliform virus,,3,Philippines
46634,Taro bacilliform virus,,13,Samoa
46635,Taro bacilliform virus,,9,Solomon Islands
46636,Taro bacilliform virus,,12,Tanzania
46637,Taro bacilliform virus,,8,Uganda
46638,Taro bacilliform virus,,15,Vanuatu
46639,Taro bacilliform virus,,1,Viet Nam
46640,Taro reovirus 1,,12,Papua New Guinea
46641,Taro vein chlorosis alphanucleorhabdovirus,,6,Fiji
46642,Taro vein chlorosis alphanucleorhabdovirus,,5,USA
46643,Taro vein chlorosis nucleorhabdovirus,,6,Fiji
46644,Taro-associated totivirus L,,2,Samoa
46645,Tarsiger cyanurus CRESS-DNA-virus sp.,,11,China
46646,Tarsiger cyanurus Genomoviridae sp.,,44,China
46647,Tarsiger cyanurus ambidensovirus,,22,China
46648,Tarsiger cyanurus densovirus,,6,China
46649,Tarsiger cyanurus parvoviridae sp.,,16,China
46650,Tartou virus,,1,France
46651,Tarumizu coltivirus,,78,Japan
46652,Tasmanian aquabirnavirus,,45,Australia
46653,Tasmanian devil feces monodnaparvovirus 2,,4,Australia
46654,Tasmanian devil retrovirus,,4,Australia
46655,Tasmanian devil-associated astrovirus 1,,6,Australia
46656,Tasmanian devil-associated bocavirus 1,,5,Australia
46657,Tasmanian devil-associated bocavirus 2,,1,Australia
46658,Tasmanian devil-associated chapparvovirus 3,,1,Australia
46659,Tasmanian devil-associated chapparvovirus 4,,2,Australia
46660,Tasmanian devil-associated chapparvovirus 5,,2,Australia
46661,Tasmanian devil-associated circovirus 1,,1,Australia
46662,Tasmanian devil-associated papillomavirus 1,,1,Australia
46663,Tasmanian devil-associated papillomavirus 2,,1,Australia
46664,Tasmanian devil-associated picobirnavirus 1,,2,Australia
46665,Tasmanian devil-associated picobirnavirus 2,,1,Australia
46666,Tasmanian devil-associated picobirnavirus 3,,1,Australia
46667,Tasmanian devil-associated picobirnavirus 4,,1,Australia
46668,Tasmanian devil-associated picobirnavirus 5,,2,Australia
46669,Tasmanian devil-associated picobirnavirus 6,,1,Australia
46670,Tasmanian devil-associated polyoma-like virus 2,,1,Australia
46671,Tasmanian devil-associated polyomavirus 1,,4,Australia
46672,Tasmanian devil-associated rotavirus 1,,2,Australia
46673,Tasmanian devil-associated rotavirus 2,,1,Australia
46674,Tasmanian devil-associated sapelovirus,,1,Australia
46675,Tataguine orthobunyavirus,,3,Central African Republic
46676,Tataguine orthobunyavirus,,3,Gambia
46677,Tataguine orthobunyavirus,,12,Nigeria
46678,Tatenale orthohantavirus,,14,United Kingdom
46679,Taterapox virus,,7,Benin
46680,Tatsystermes virus,,2,Australia
46681,Taupapillomavirus 1,,9,Australia
46682,Taupapillomavirus 1,,1,Germany
46683,Taupapillomavirus 1,,8,Japan
46684,Taupapillomavirus 1,,6,New Zealand
46685,Taupapillomavirus 1,,1,Taiwan
46686,Taupapillomavirus 1,,10,USA
46687,Taupapillomavirus 1,,7,United Kingdom
46688,Taupapillomavirus 2,,14,Switzerland
46689,Taupapillomavirus 3,,15,Japan
46690,Taupapillomavirus 3,,30,New Zealand
